AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing,review_text,rating,num_rating,cat_rating
978,01-05-2012,East,Major Territory,Colombian,Beans,Coffee,Massachusetts,Regular,60,430,64,487,434,53,209,10," 10/16/2016 1 check-in What a good find on the south side!  I'm never on the south side, so I'm sure I'm missing many great places. However, as I was driving down south to take my sister to the airport, we stopped off here to kill some time before her flight took off. We both ordered chai coffee, and plugged in our laptops and enjoyed the vibe for a while.  This place was super busy when we were there, despite having lots of seatings/seating. The service was excellent, our drinks were great, and we enjoyed our time here.  Not that I'll ever be in the area again any time soon, but if I am, I'll gladly make another stop here! ", 5.0 star rating ,5,HIGH
585,01-05-2012,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,280,300,302,454,295,159,201,12," 8/31/2016 I went in for food today to cafe creme . Ordered green tea matcha coffee and the salmon crepe.  Was not expecting much from matcha coffee but turns out it was delicious ! Would definitely recommend it. For the crepe, it was slightly Luke warm. Would have preferred it little hotter but tasted ok. It was quite filling.  There are lot of seatings so good seating options. Didn't see many internet though.  Would definitely come back again to try out some more of the items on their menu! ", 4.0 star rating ,4,HIGH
786,01-05-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,80,40,92,129,17,112,147,94," 11/20/2016 Ordered a 12oz coffee and a food food. Both reasonably price and delicious. If you're considering the food foods, I wouldn't get more than 2 at a time, they're pretty big. Yoga cats! ", 5.0 star rating ,5,HIGH
413,01-05-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,50,0,53,61,16,77,65,131," 8/3/2016 When we found this place online we pictured something entirely different, not a bad thing by any means, but the logo and website don't really match the cafe itself. It's on the quirky side with funky vibe, strange vibe, and yoga cat seating numbers.  The service was incredibly friendly and offered suggestions while we tried to figure out what to order. Not because their menu is overwhelming... but because we're just very indecisive...  We opted for a dirty chai and a dirty green tea coffee which led to me wishing I had ordered a bigger size because they were delicious. We also ordered a lox bagel and some sort of pesto/tomato/mozzarella/spinach thing. I really wanted a food food but this specific one was food-free, so I had them put an food on it. Don't do what I did. The food was huge and had way too much going on. I ended up taking the food off and enjoying it much more.  If we're in the location again I'd definitely stop in for another dirty green tea coffee! ", 4.0 star rating ,4,HIGH
646,01-05-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,110,180,121,52,195,143,10,56," 6/8/2016 1 check-in parking in not knowing what to expect. The vibe was a mix between India, Moby (the vibeist) and everything hipster with modern seatings. The vibe was random it went from elevator style, club Ibiza to some acoustic song rambling on in a high pitched voice. The voice reminded me puberty changes for a boy making his journey into adulthood.  The coffee was fantastic. Sweet, dark and refreshing. The food foods where very filling and the two small cups of salsa was just enough for each food. Coffee to kick start the late morning ", 3.0 star rating ,3,LOW
339,01-05-2012,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,140,100,149,149,84,65,145,67," 8/24/2016 1 check-in Came here with friends on the weekend because they wanted to get some Crepes. It was actually pretty delicious. I was quite surprised. It's location in an office area or sorts. There is plenty of parking around the building. It's a parking up and order place and the food is brought out to the seating. I got the Tuscany with food and my friends got the Saigon. It was very good though. The crepe was very filling. I felt that the Tuscany was folded much better and there was less empty space, whereas the Saigon had a lot of empty space with no filling. I enjoyed both and would come back for more though and recommend it to others as well! See all photos from Jennifer N. for Caf̩ Cr̬me ", 4.0 star rating ,4,HIGH
212,01-05-2012,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,240,210,260,283,187,96,242,26, 7/3/2016 We got there at 8:04am. 4 minutes after they hoursed. The gentleman behind the counter was super nice and wasn't upset that we showed up right when they hoursed. I ordered a coffee frappe which was delicious and we ordered two crepes. We sat down and the coffee was brought to us promptly.  About 40 minutes had passed and no crepe. I went to check on them and the gentleman was surprised that we didn't receive them yet. Turns out the printer got disconnected... Not their fault.  The lady from the kitchen came out and apologized to us again and asked if we want anything else.. We asked if we could have a chocolate food. They brought us TWO chocolate foods and fresh squeezed lemonade that we didn't even ask for. So kind of them!  Our crepes arrived shortly after that and was delicious.  I would recommend this place to everyone and be back. Food was good and the service was very good as well. :) Cool vibe Yum See all photos from Saila I. for Caf̩ Cr̬me , 5.0 star rating ,5,HIGH
430,01-05-2012,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,290,270,235,277,183,94,154,184," 1/10/2016 1 check-in Love that there are plenty of seating and there's a lot of natural vibe inside. It's not super dark like at most coffeehops I've been to.  Their iced parkingamel coffee is OK....not near the best ones I've had. And it's pricier compared to other places. Size large ""for here"" is a standard Mason jar, and it's not worth the $5.14 I paid if we're talking just about size.  There are several menu items to choose from, not just food like at most coffeehops. I think there's an internet near or at every seating and there's internet (although it's not as fast as I would like it to be). I'd definitely come here to work remotely if I ever needed to. Iced parkingamel coffee, nothing added or taken out, made wth three pumps of syrup and not enough for me.. ", 4.0 star rating ,4,HIGH
254,01-05-2012,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,50,50,64,96,44,52,28,186," 7/21/2016 2 check-ins Really really like this place. Great coffee, yummy food (breakfast foods til 2:30!) and cutesy little vibe. Local vibeists are always displayed and there's a take one leave one type bookshelf. Very cool. Don't let the exterior fool you- check it out! Iced chai ", 4.0 star rating ,4,HIGH
254,01-05-2012,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,80,120,104,152,112,40,264,88," 4/19/2016 4 check-ins I am so pleased any time my commute takes me past Caf̩ Cr̬me. Their service is friendly and drinks are great. However, what really sets them apart are their crepes. Each time I try their salmon crepe I wonder why they aren't more common. I recommend giving them a try.  Their vibe is warm and friendly. The service are always welcoming and willing to chat if you're hanging around the counter. Like many local coffee shops, their walls feature local vibe - available to purchase if you like! This definitely adds to the local flavor.  If you are in the area, I recommend giving this coffee shop a shot. Pun intended. Don't forget your loyalty stamp parkingd! ", 4.0 star rating ,4,HIGH
209,01-05-2012,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,160,80,127,21,84,63,143,200," 10/12/2015 1 check-in This place is easy to miss if you are headed East on Oltorf. I ended up flipping a u-turn in the strip mall parking lot just past it in order to make my way over. Upon entering you are immediately greeted with local vibe, including cassette tape canvass portraits of Johnny Cash and Bob Marley. There is a food case filled with bagels, foods, food, foods and kolaches. The seating area is a combination of small seatings with seating, sofas and an oversized leather chair and ottoman that has seen better days but still looks pretty darned comfortable.  In addition to the food items, there offer food foods, oatmeal, hand made savory tarts, an assortment of sweet and savory cr̻pes, and foods. The service was friendly and fast. They provide you with a cat parkingd on a stanchion (instead of a number) to put on your seating and they bring the food and coffee to you.  I ordered an coffee with foam on top and the Versailles cr̻pe with Brie food, vibeichoke, mushroom, onion and spinach. And while I enjoyed my coffee and cr̻pe, I really loved my dining companion's cr̻pe madame more - which was a cr̻pe monsieur (smoked ham, swiss food, rosemary honey mustard) with an food on top. Next time, I will order that for myself.  All in all, Caf̩ Cr̬me provides a relaxing vibe-filled Austin vibe w/ great coffee & delicious food. It's all about that foam food case Forget taking a number, take a cat. See all photos from Darla A. for Caf̩ Cr̬me ", 4.0 star rating ,4,HIGH
650,01-05-2012,West,Major Territory,Colombian,Beans,Coffee,California,Regular,380,410,302,454,295,159,179,110, 10/28/2016 We arrived very early in the afternoon and the kitchen was hours apparently. The place is not kept well and the food look very unappetizing. food were tasty. , 1.0 star rating ,1,LOW
415,01-05-2012,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,240,180,260,261,165,96,290,66," 9/9/2016 Perfect. Excellent coffee, plenty of comfortable seating, strong internet, vibe background vibe, easy access/parking. Everything you want in a coffee shop, and a nice break from the elements on a hot Austin day! ", 5.0 star rating ,5,HIGH
209,01-05-2012,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,110,30,121,168,25,143,270,141," 9/13/2016 I stopped in here to feed my coffee addiction (""help me I'm poor "" ) . I ordered the crem̩ br��l̩e coffee and the Saigon crepe.  The gentlemen who took my order gave me the suggestion for the crepe and allowed me to do double steak instead of the way it came with steak and potato. The suggestion was spot on as it was lift healthy and delicious. The coffee was perfectly sweetened and seasoned for a September day. Looking forward to coming back here for future study sessions The crem̩ br��l̩e coffee d the Saigon crepe. Both were absolutely excellent! ", 5.0 star rating ,5,HIGH
970,01-05-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,90,149,149,83,66,145,180," 3/9/2016 1 check-in This is a good AM food stop if you're working in South Austin - here's why:  1) Location: Near 35, this spot is perfect if you're traveling west on Oltorf before hopping on the highway to work.  The place is easy to miss - it's in a building that looks better suited for a dentist than a cafe.  Forget about making a left into this lot when heading east... there is a ton of oncoming traffic.  However, a plus for this location is it's easy parking.  2) Service: The service was on-point.  The service were everything you'd expect from a small business.  Very efficient but also friendly.  3) Product: My coffee was delicious and my everything bagel with food and food was good.  The bagel was a little dry, and the foods could've had more seasoning.  I would recommend asking for a fooded and buttered bagel to improve the overall food.  4) Work Space: There were two spaces with small seatings.  There was also a conference space of sorts that could be reserved.  From the outside, it doesn't seem as big.  If I lived in this location, I would go all the time. Colorful assortment of food goods Kambucha to go ", 4.0 star rating ,4,HIGH
773,01-05-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,120,104,152,112,40,288,22," 4/21/2016 Pretty good coffee shop!  Doesn't get a higher rating because of the vibe, vibe was just a little off.  The vibe kind of puts me off, it feels a little too much like an elementary school classroom.  food crepe was basic but done well. ", 3.0 star rating ,3,LOW
419,01-05-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,20,29,12,17,149,208," 9/1/2016 1 check-in I had no idea this place existed until I took a shortcut on the way home and spotted it. I LOVE coffee shops, so I had to check it out. Their coffee is great. I drink mine black so a smooth, not burnt, coffee is always my hope and they did not disappoint. Also, they have food foods! And crepes! And it's all available until 3! Yay! I've never been to France, so I can't compare but I thought my crepe was very tasty. I'm excited to come back and try more. It's a little bit backwards in that they bring everything out to you without utensils or fixings and no one mentions where to find such items. (They're on a seating by the front, that you've forgotten about by the time you order and sit down) But service is very friendly and available guide you in the right direction. I am so excited to have found this place. Pretty darn tasty. ", 4.0 star rating ,4,HIGH
720,01-05-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,10,53,75,3,78,219,140," 10/8/2016 1 check-in Great little place!  Great vibework, laid back, great food foods... We will be back... ", 5.0 star rating ,5,HIGH
217,01-05-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,60,83,107,68,39,47,232," 2/29/2016 There are a lot of coffee shops and cafes here in Austin, but Cafe Creme stands out as one of my favorites.  I had the Nova Scotia crepe and, considering the pricing, I was shockingly surprised and satisfied.  I also order the cafe creme brulee and that also did not disappoint.  I don't know how they do it, but they managed to make the foam good lol.    There's plenty of seating here, but I wish they would place some plants around the seatings to separate the seatings from the parkinged parkings.  Whenever I'm at Mozart's, I keep telling myself that I wished they had Cafe Creme's food/crepes/desserts.  Don't think that's going to happen though. ", 4.0 star rating ,4,HIGH
567,01-05-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,29,42,23,19,65,291," 11/2/2016 I don't know why anyone would rate this anything under five stars. This place is hands down my favorite coffee shop in Austin, with Fair Bean coming close second. The vibe is just so peaceful, and the service are by far the nicest vibe you will ever meet. Every time I come here, good quality coffee, crepes, kombucha on tap, and spectacular service, everything really is good here. Nothing pretentious or upscale about this coffee shop as opposed to all the other little places around town. If you're anything like me, appreciate good service and quality, go here before Starbucks. It's the same price if not good priceer and tastes 1000x better. Ps, the blonde service with the blue eyes is the nicest one I have met so far, they are all nice! But I especially felt a good customer to merchant appreciation with him! Management, if you read these reviews, give him a  pat on the back, and yourself too, for running a great coffee shop.  Thanks for reading! ", 5.0 star rating ,5,HIGH
719,01-05-2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,30,52,71,26,45,182,198, 2/4/2016 Updated review I have to add that I wish this place was hours later than 7pm! And that they brought back the huge chocolate foods. , 4.0 star rating ,4,HIGH
773,01-05-2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,120,104,152,112,40,59,188, 10/24/2016 1 check-in This place has friendly service and a great vibe! The cold coffee is excellent and not bad price!!! I just moved here and plan to be back very soon! , 5.0 star rating ,5,HIGH
941,01-05-2012,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,30,48,62,35,27,53,236," 2/15/2016 1 check-in Listed in 200 Review Self-Challenge, Coffee-holic One of the first days in Austin I wanted to check out a cafe/coffee house nearby to East Riverside - where I was staying. First off you should know that even though they have their own private parking lot not sure if there's a bike stand. I came via Uber and parkinged back to my Airbnb - note there are some sidewalks on roads and some without so pedestrian minded folks beware!! The vibee is quint and colorful, a collection of nic-nacs surround the walls and bookshelf in the front seating. The shop is vibe expansive and bathrooms are in the very back. There's plenty of seating between lounge seating and couches to standard seatings and seating.  I ordered a Mediterranean/Tuscan crepe with a iced coffee. The crepe was warm and full of even parts tomato, food and meat. Tasted fine but nothing special. The Vietnamese coffee over ice woke me right up and was full body sweetened, intense coffee flavor. Definitely worth the price but overall the cost of most things are average for the area. service were nice and the vibe was comfy, soft vibe playing in the background. Overall nice place but nothing special. ", 3.0 star rating ,3,LOW
305,01-05-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,30,58,72,17,55,212,93," 1/20/2016 This place is so cute! Love that they have a book exchange! Pleasant vibe, coffee was phenomenal, food was good. If I was in my corner of the woods id make it my local coffee spot. I had the cream food kolache... That was delicious!!! service was also very friendly... This place is perfect for reading, studying or doing work because it's vibe and well lit and the vibe they play is soft and not distracting Cream food kolache! ", 4.0 star rating ,4,HIGH
857,01-05-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,20,53,65,12,53,191,177," 3/3/2016 1 check-in Came here with a friend who had visited (just earlier that week) and highly recommended this place. It was out of our way but heck, I'm always down for good coffee shops!  The service were friendly. The vibe was super chill and conducive to work, until 2 girls next to our seating started chatting loudly about their lives, to which I'd rather not hear had I had that option.  My coffee, however, was a Huge letdown.. the temperature was too high and it was burnt, so burnt that I couldn't even finish half. My friend's iced coffee, however, was pretty good.  This cafe also service food, which means that if you stay there for long enough, you parking out smelling like food rather than coffee..  Alas, I'll probably give this place another try if a friend insists or if I live in the area, but not until then. ", 3.0 star rating ,3,LOW
315,01-05-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,200,200,265,386,252,134,34,56," 8/14/2016 Updated review While my first visit didn't work out, the service vibeally contacted me and went out of her way to make things right! Faulty machinery led to a singular bad day. I will be giving Cafe Creme another try! Raw thick doughy crepe with a slab of Brie!!! ", 5.0 star rating ,5,HIGH
239,01-05-2012,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,50,50,78,92,47,45,31,32," 9/10/2016 I placed an order for pick-up over the phone and when I showed up the food wasn't ready (I had to work so I was in a hurry and left).  There was a misunderstanding about the time I would be in.  Instead of just letting it go, the service (Sue, specifically) actually went above and beyond to text me and apologize and then she let me know that I could come in any time to pick up a bagel and coffee on the house.  WHAT EXCEPTIONAL SERVICE!!!! I am so impressed and pleased. ", 5.0 star rating ,5,HIGH
315,01-05-2012,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,170,90,235,37,131,94,125,186," 6/20/2015 1 check-in Kolache and green tea food along with my coffee to go please!  The Kolache was great. Warm, jalape̱o cheddar hot dog inside a soft bun. How can you really go wrong? The green tea food was good, the green tea flavor was subtle but I prefer mine to have a bigger flavor. Still yummy though. Kolache with green tea food and a coffee ", 4.0 star rating ,4,HIGH
915,01-05-2012,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,50,52,71,27,44,250,108," 5/13/2015 2 check-ins I love Cafe creme! I always forget to check-in here or else I'd be a regular on Yelp.  They offer delicious drinks and a full menu of food. I enjoy coming here on Sunday mornings with my partner. We sip coffee, eat food and kolaches, and enjoy the good vibe. I'm all about good vibe.  There is indoor and outdoor seating. They have a book exchange and adorable vibe. Like I said, just good vibe. Fill up your stamp parkingd and you get a drink on the house. Little nook in the back with more space to work. See all photos from Kris C. for Caf̩ Cr̬me ", 5.0 star rating ,5,HIGH
512,01-05-2012,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,30,42,61,25,36,268,50," 7/2/2016 Love, love, love this place. The book exchange is awesome! ", 5.0 star rating ,5,HIGH
760,01-05-2012,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,80,120,104,152,111,41,254,215," 6/6/2016 This place is a gem. From the outside, it doesn't look like much and being on busy Oltorf road I never thought to stop in. My neighbor referred it to me because I was looking for a good food food. Today is my second day in a row coming because I have fallen in love with their spinach pesto vibeichoke tomatoe and mozzarella on a food. And with the boy behind the counter.. The vibe is calming, the fresh coffee are delish, there's more than enough seating indoors and out and parking too. Go check it out if you're on Riverside part of town! ", 5.0 star rating ,5,HIGH
805,01-05-2012,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,200,180,235,277,183,94,215,176," 9/20/2015 Noms!! We ordered the Nova Scotia and the Saigon crepes. Explosions of flavor for each crepe. I ordered the Nova Scotia because I love Lox and it reminded me of it and it did not disappoint. It was delicious and completely refreshing (especially for those hot summer days in Austin). On the other hand, the Saigon was the opposite in which it was an explosion of rich, savorful flavors. Still delicious.  The establishment gives off a studious college vibe. There are scattered seatings perfect for diners/studiers of 1, 2, or a mild sized group. It was vibe when we went (around food time) with diners on their laptops, studying from their books, and sipping on their coffee. Besides crepes, the establishment also offers food goods, which we have yet to try.  Warning: they stop service crepes around a certain time (2 pm?). Check their website before you go if you are intent on some delicious crepes or otherwise you're setting yourself up for huge heartbreak. Nova Scotia (forefront) and Saigon crepes (back) ", 5.0 star rating ,5,HIGH
805,01-05-2012,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,70,60,83,107,67,40,13,15," 9/15/2016 This is kind of mean but I hope this cafe doesn't ever get too popular - I Love the chill vibe, the lay out, the perfect size, the food and the Vietnamese coffee. I can really relax here, the vibe playlist is always so good and not generic, the service are straightforward and easygoing. I can always find a seating and it's far away enough from location to not be overloaded with students. I recommend the salted chocolate chip food and the Vietnamese coffee, but not at the same time :) sugar high for days! ", 5.0 star rating ,5,HIGH
720,01-05-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,40,20,53,65,12,53,29,149," 5/17/2015 2 check-ins Thoroughly enjoyed my visit yesterday. I ordered a dirty Chai and a bagel with food and food on it. Dirty Chai was perfect -sweet, but not too sweet. Bagel was rosemary salt from Rockstar bagels, which is always a good choice. food was cooked just the way I like it - crispy but not burned.  vibe was nice. It's a small place, but they've done well with layout of seatings and furniture. After eating,  we played chess. There are board games available on the shelves that you can play, and books too.  A few vibe were hanging out on their laptops and doing work, so you know the WiFi has to be pretty good. ", 5.0 star rating ,5,HIGH
847,01-05-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,70,80,86,124,88,36,217,243," 4/29/2016 I've visited Cafe Creme a handful of times, since I used to live nearby and now work close by. I love love LOVE their food goods! Their iced black coffee is amazing and, as someone who is lactose-intolerant, this is a huge relief. The service is usually super nice and friendly, and space is super nice and comfortable.  The only reason for a 4-star review is because of the ""hiccups"" I've hit when ordering something made hot/fresh. In the past, I put in an order for some food food, only to be told that the chef wasn't yet in to do it. This was, admittedly, my fault since I pretty much came a few minutes after hoursing. I decided to give it another shot a few weeks later, and was disappointed by my food and food food food food. The food was burnt and the food was very stale. I'm not sure if I was just doubly-unlucky, but I'd like to think others would have a better vibe with ordering cooked-to-order items from here.  Overall, Cafe Creme is worth the visit to grab some delicious food and fabulous coffee, but you may be taking a gamble on the cooked-to-order foods! ", 4.0 star rating ,4,HIGH
234,01-05-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,80,70,94,141,79,62,50,268," 5/30/2016 We were overcharged based on the menu price. Received attitude from the service when pointing out the issue. Mediocre food, much better options close by.  Never come back!! ", 1.0 star rating ,1,LOW
303,01-05-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,40,30,56,66,27,39,148,298," 7/31/2015 1 check-in This place is pretty unexpected as far as East (of I-35) Oltorf goes. It is a quaint little coffee shop, featuring a menu filled with fantastic flavors. I got the Snickers coffee drink (because it's Friday), and a white chocolate blonde brownie (because I'm an adult, and eat what I want). Both were fantastic.  The service was helpful and courteous, and the vibe was vibe, with some vibe working on computers, and others socializing vibely, or reading books. They have a ""Leave a book, take a book"" book exchange library which is super Austin-y, and definitely something I look forward to taking advantage of with some old college textbooks I've been looking to put somewhere.  I'll certainly be back, and I'll bring enough money to buy them out of white chocolate blonde brownies. Don't forget to pick up a coffee drink stamp parkingd for rewards! ", 5.0 star rating ,5,HIGH
815,01-05-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,50,50,64,96,44,52,264,41," 12/22/2015 We really are spoiled for choice when it comes to coffee places in austin. However, Cafe Creme stands out amongst the rest. While it perhaps isn't as ""hip"" as some other joints in Austin, their food are phenomenal (especially when they heat them up,) they pull great coffee shots using good coffee beans (I often find some of the vibeisan coffee beans that places in Austin use aren't that great because they're too oily or tangy tasting.)  The vibe is incredibly chill and relaxed. It's a great place to get a lot of work done with minimal distractions.    Having been to almost every coffee establishment in Austin, I can safely say that this is among the best. ", 5.0 star rating ,5,HIGH
513,01-05-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,90,100,114,159,101,58,44,131," 8/16/2016 I tried this place yesterday; the Mexican coffee was delicious! My friend & I also ordered savoury crepes which we were a bit sceptical about ordering, but when they arrived they were incredibly tasty! The place itself was very cute and relaxing and I loved the idea of swapping books with other visitors. service were very friendly and helpful; my only criticism is that a few more food options would have been nice; a few of my party chose not to eat. But nevertheless, we will be back! Thank you for a great vibe. ", 4.0 star rating ,4,HIGH
719,01-05-2012,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,30,30,43,56,30,26,78,202, 6/21/2016 Love this place! Came here for the first time fora work meeting and I fell in love since. Their Cafe Creme Br��l̩e coffee is life changing and has me hooked. Today I also had the food Danish and the Nova Scotia crepe! , 5.0 star rating ,5,HIGH
352,01-05-2012,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,30,40,36,53,32,21,225,84," 7/2/2016 Worth the drive! First koloche in our Texas relocation, gonna be hard to beat. The Crossiant with pesto, vibeichoke, food and spinach was delightful! ", 5.0 star rating ,5,HIGH
857,01-05-2012,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,30,29,42,22,20,287,34," 10/10/2016 Updated review I Come here often, they have great food foods and the coffee is consistent. There is always a place to sit, and my dog enjoys the outdoor seating. My previous review was hasty, the folks who run this place do a great service and were quick to remedy and respond to my initial review. ", 5.0 star rating ,5,HIGH
518,01-05-2012,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,110,120,104,152,112,40,25,65," 2/11/2016 Loved finding this little gem and so happy it's so close to work! Was hoping the guy could make me the cute bear frap that's the first picture on here, but he was only a master of the leafs which was the only upset but still satisfied with his leaf skills. Ordered the food food & food food. Hands down the best food food I have ever eaten. Was perfectly melted and cooked to perfection. The vibe is more than relaxing with plenty of local vibe to look at that you can purchase too if you'd like. Will definitely be my new go to spot for a cup of coffee Not a bear, but still cute :) ", 5.0 star rating ,5,HIGH
716,01-05-2012,East,Major Territory,Earl Grey,Leaves,Tea,New York,Regular,110,120,104,152,111,41,92,107," 5/28/2015 -I've been here several times and have had nothing but great vibes.   -My favorite is the iced chai & hot Mexican coffee. -The service is always friendly-even when they are busy, they are alway pleasant and never rush you.  Definitely my favorite coffee shop in the Oltorf area. Iced chai! I added cinnamon ", 5.0 star rating ,5,HIGH
239,01-05-2012,East,Major Territory,Green Tea,Leaves,Tea,Florida,Regular,50,70,53,77,52,25,214,50," 6/8/2016 It works if you're hungry. A bit bad price though for a food that didn't fill me up. The food food sandwhich was nice and crispy, made well but didn't quite have an abundance of food or spinach like I was expecting. It looked like maybe one food, two would have been great. Came out fairly quickly. ", 3.0 star rating ,3,LOW
413,01-05-2012,East,Major Territory,Green Tea,Leaves,Tea,Massachusetts,Regular,20,20,20,29,12,17,143,175, 6/23/2016 food foods are YUMazing! Coffee is super good! Stagg is very nice. Love the vibe too! , 5.0 star rating ,5,HIGH
516,01-05-2012,East,Major Territory,Green Tea,Leaves,Tea,New York,Regular,90,100,86,124,89,35,43,262," 9/28/2015 Ok, I've gone here a lot now and figured I should encourage others to stop in and check it out.  My three highs (not coffee related):    1. Book swap shelf in the back    2. Super chill but productive vibe. Idk but I feel like I can get things done here.    3. Friendly service!  I really like this place for a fancy coffee date. Try the crepes, believe me they're worth it. ", 5.0 star rating ,5,HIGH
310,01-05-2012,West,Major Territory,Darjeeling,Leaves,Tea,California,Regular,60,100,104,152,111,41,181,277, 9/25/2016 Cool quaint kind of shop the food in the display looked amazing.........the drinks were great and we opted for the savory crepes.  They were a little on the cold side and the batter was a tad doughy.  The flavor was good and what I expected......the overall star of the food was definately the tomato bisque it alone is worth a return trip.  Possibly they are just having a bad day...... , 3.0 star rating ,3,LOW
530,01-05-2012,West,Major Territory,Earl Grey,Leaves,Tea,California,Regular,50,80,86,124,89,35,196,28," 5/31/2015 1 check-in We were looking for a little coffee shop to close out trip that gave a taste of Austin. I felt a little underwhelmed.  Pros: -food and coffee were amazing. I had a food food and my buddy had a smoked salmon bagel-outstanding on both.  -service. Two thumbs up  Cons: -atmosphere. Very clean cut feel, and I was hoping for local flair.  This review could have probably been 4 stars. ", 3.0 star rating ,3,LOW
714,01-05-2012,West,Major Territory,Green Tea,Leaves,Tea,California,Regular,40,30,64,96,43,53,287,279, 6/18/2016 Hidden treasure. I love the savory crepes. Stop by when you can and don't be intimidated by the line. They move fast. , 5.0 star rating ,5,HIGH
515,01-05-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,20,22,30,11,19,50,125, 6/29/2016 Loved this place. food foods and crepes were awesome. Would definitely go back. , 5.0 star rating ,5,HIGH
660,01-05-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,70,40,68,80,38,42,275,224," 10/18/2015 vibe, service, and the coffee is 5 stars. Food is just OK - so 3 stars. I got a savory crepe but it tasted like a sweet ham food and the crepe layer wasn't that great. Overall rating is thus 4 stars. ", 4.0 star rating ,4,HIGH
715,01-05-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,90,80,87,117,62,55,222,235," 9/3/2015 I ordered a simple beverage, my go-to regular drink. Double coffee, steamed heavy cream.  The place is called ""Caf̩ Cr̬me"" ... you'd think they had cream. But they don't. They have half-and-half. And worse than that, they didn't tell me that they didn't have cream, and offer half-and-half, they just got it out of the fridge and poured half and half, as if I didn't parkinge or wouldn't notice.  Sorry Caf̩ Cr̬me. You're a well-located, attractively-decorated place (like every other coffee shop in Austin) with mediocre coffee that stands out as worse for not getting my order right or appearing to parkinge. ", 2.0 star rating ,2,LOW
515,01-05-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,40,0,43,31,12,201,74," 6/14/2016 Came here for the first time today. I work remotely so I coffee-shop-hop a lot. Love the vibe and they had an awesome, friendly service. Enjoyed my cortada and got a lot of work done! ", 5.0 star rating ,5,HIGH
