AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing
203,01-06-2012,East,Small Territory,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,40,76,93,32,61,156,292
603,01-06-2012,East,Small Territory,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,10,36,46,0,46,220,239
475,01-06-2012,East,Small Territory,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,50,65,77,36,41,40,198
225,01-06-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,40,48,63,36,27,25,86
505,01-06-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,20,23,35,18,17,128,184
918,01-06-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,30,59,74,19,55,202,246
318,01-06-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,40,76,93,32,61,297,181
505,01-06-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,10,32,38,8,30,69,292
580,01-06-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,100,40,110,154,25,129,257,283
775,01-06-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,120,50,144,201,37,164,96,282
971,01-06-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,40,28,41,22,19,71,71
435,01-06-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,50,56,82,42,40,178,95
206,01-06-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Washington,Decaf,70,90,92,140,79,61,84,221
702,01-06-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Nevada,Decaf,170,170,200,278,166,112,226,250
503,01-06-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,30,43,56,30,26,40,85
435,01-06-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,50,62,94,42,52,287,128
509,01-06-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,43,64,40,24,232,112
775,01-06-2012,West,Small Territory,Mint,Leaves,Herbal Tea,Nevada,Decaf,120,130,141,204,136,68,263,247
435,01-06-2012,West,Small Territory,Mint,Leaves,Herbal Tea,Utah,Decaf,90,10,116,25,33,58,98,19
641,01-06-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Iowa,Regular,220,150,260,261,164,97,289,131
636,01-06-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Missouri,Regular,30,20,41,55,14,41,113,147
920,01-06-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,20,40,59,24,35,99,161
563,01-06-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Iowa,Regular,230,180,271,332,197,135,124,284
573,01-06-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Missouri,Regular,30,10,35,43,3,46,241,245
715,01-06-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,10,53,75,2,77,169,115
573,01-06-2012,Central,Small Territory,Green Tea,Leaves,Tea,Missouri,Regular,30,0,36,46,0,46,37,175
959,01-06-2012,East,Small Territory,Darjeeling,Leaves,Tea,Connecticut,Regular,30,40,37,55,33,22,252,93
603,01-06-2012,East,Small Territory,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,23,35,17,18,264,270
203,01-06-2012,East,Small Territory,Green Tea,Leaves,Tea,Connecticut,Regular,20,20,20,31,15,16,244,232
603,01-06-2012,East,Small Territory,Green Tea,Leaves,Tea,New Hampshire,Regular,0,30,0,43,32,11,101,225
775,01-06-2012,West,Small Territory,Darjeeling,Leaves,Tea,Nevada,Regular,170,190,272,362,241,121,75,156
503,01-06-2012,West,Small Territory,Darjeeling,Leaves,Tea,Oregon,Regular,10,10,18,26,9,17,186,297
801,01-06-2012,West,Small Territory,Darjeeling,Leaves,Tea,Utah,Regular,30,0,52,73,3,76,176,177
360,01-06-2012,West,Small Territory,Darjeeling,Leaves,Tea,Washington,Regular,30,30,47,78,41,37,91,76
702,01-06-2012,West,Small Territory,Earl Grey,Leaves,Tea,Nevada,Regular,170,120,260,261,165,96,286,23
503,01-06-2012,West,Small Territory,Earl Grey,Leaves,Tea,Oregon,Regular,70,70,111,167,100,67,180,92
801,01-06-2012,West,Small Territory,Earl Grey,Leaves,Tea,Utah,Regular,20,20,41,55,14,41,10,55
206,01-06-2012,West,Small Territory,Earl Grey,Leaves,Tea,Washington,Regular,20,20,40,59,24,35,138,196
702,01-06-2012,West,Small Territory,Green Tea,Leaves,Tea,Nevada,Regular,170,250,271,271,369,135,69,49
503,01-06-2012,West,Small Territory,Green Tea,Leaves,Tea,Oregon,Regular,70,80,118,164,105,59,103,299
435,01-06-2012,West,Small Territory,Green Tea,Leaves,Tea,Utah,Regular,20,10,35,43,3,46,62,63
360,01-06-2012,West,Small Territory,Green Tea,Leaves,Tea,Washington,Regular,30,0,53,75,3,78,126,278
970,01-07-2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,150,127,185,139,46,182,44
217,01-07-2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,160,170,154,222,150,72,261,192
330,01-07-2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,0,39,56,9,65,131,182
303,01-07-2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,50,52,79,31,48,11,220
312,01-07-2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,220,266,266,168,98,207,126
513,01-07-2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,30,51,64,11,53,172,159
727,01-07-2012,East,Major Territory,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,130,130,141,195,129,66,18,233
863,01-07-2012,East,Major Territory,Decaf Espresso,Beans,Espresso,Florida,Decaf,90,80,97,130,71,59,161,96
325,01-07-2012,South,Major Territory,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,110,87,112,71,41,190,164
832,01-07-2012,South,Major Territory,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,90,94,136,98,38,131,230
707,01-07-2012,West,Major Territory,Decaf Irish Cream,Beans,Coffee,California,Decaf,290,150,238,36,157,121,37,159
650,01-07-2012,West,Major Territory,Decaf Espresso,Beans,Espresso,California,Decaf,270,260,291,387,259,128,151,93
720,01-07-2012,Central,Major Territory,Amaretto,Beans,Coffee,Colorado,Regular,110,120,104,152,111,41,254,220
614,01-07-2012,Central,Major Territory,Amaretto,Beans,Coffee,Ohio,Regular,40,40,47,63,20,43,186,22
970,01-07-2012,Central,Major Territory,Colombian,Beans,Coffee,Colorado,Regular,90,80,87,112,71,41,87,94
312,01-07-2012,Central,Major Territory,Colombian,Beans,Coffee,Illinois,Regular,250,230,238,329,208,121,67,155
513,01-07-2012,Central,Major Territory,Colombian,Beans,Coffee,Ohio,Regular,30,30,34,51,18,33,252,159
303,01-07-2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Colorado,Regular,100,140,94,136,98,38,84,141
224,01-07-2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Illinois,Regular,330,340,291,387,259,128,139,106
216,01-07-2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,120,145,146,81,65,106,159
904,01-07-2012,East,Major Territory,Colombian,Beans,Coffee,Florida,Regular,100,120,114,172,104,68,77,190
508,01-07-2012,East,Major Territory,Colombian,Beans,Coffee,Massachusetts,Regular,40,560,52,613,564,49,29,153
845,01-07-2012,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,340,370,364,548,370,178,69,116
386,01-07-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,110,60,124,173,32,141,170,250
978,01-07-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,30,20,39,72,7,65,25,37
347,01-07-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,150,240,162,85,266,181,10,199
617,01-07-2012,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,130,100,145,146,81,65,192,225
585,01-07-2012,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,250,190,266,280,182,98,42,155
430,01-07-2012,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,320,290,260,307,206,101,219,244
281,01-07-2012,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,40,40,52,79,30,49,156,27
210,01-07-2012,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,80,120,104,152,112,40,37,197
209,01-07-2012,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,190,150,154,67,138,71,58,180
707,01-07-2012,West,Major Territory,Colombian,Beans,Coffee,California,Regular,450,530,364,548,370,178,12,23
818,01-07-2012,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,250,170,266,266,167,99,105,108
562,01-07-2012,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,150,60,162,225,45,180,48,183
303,01-07-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,80,145,146,81,65,129,125
312,01-07-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,120,104,152,111,41,249,234
740,01-07-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,18,26,9,17,85,123
970,01-07-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,0,39,56,10,66,205,179
312,01-07-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,70,87,112,72,40,67,42
614,01-07-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,40,23,34,16,18,107,248
720,01-07-2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,20,47,63,21,42,280,43
815,01-07-2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,100,150,127,185,139,46,259,180
863,01-07-2012,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,30,50,65,36,29,36,136
904,01-07-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,30,59,74,19,55,107,243
978,01-07-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,20,51,64,11,53,177,300
516,01-07-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,200,310,270,523,388,135,140,103
904,01-07-2012,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,60,50,86,103,55,48,256,182
716,01-07-2012,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,190,110,260,62,164,102,244,157
903,01-07-2012,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,30,47,63,20,43,279,287
281,01-07-2012,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,30,34,51,19,32,203,269
805,01-07-2012,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,100,150,127,185,139,46,120,164
650,01-07-2012,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,220,200,260,307,205,102,191,135
831,01-07-2012,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,70,70,87,112,72,40,203,233
970,01-07-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,40,20,51,64,12,52,147,107
815,01-07-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,80,90,94,136,99,37,117,164
740,01-07-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,90,100,114,172,104,68,288,108
720,01-07-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,40,20,50,59,23,36,123,79
815,01-07-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,40,30,52,79,31,48,205,277
513,01-07-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,120,110,141,195,128,67,95,90
303,01-07-2012,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,30,30,41,53,27,26,58,209
386,01-07-2012,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,40,50,45,65,41,24,56,291
413,01-07-2012,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,20,30,23,34,16,18,201,26
212,01-07-2012,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,130,160,127,185,138,47,152,281
518,01-07-2012,East,Major Territory,Earl Grey,Leaves,Tea,New York,Regular,110,120,104,152,111,41,30,95
954,01-07-2012,East,Major Territory,Green Tea,Leaves,Tea,Florida,Regular,60,70,59,85,58,27,297,85
339,01-07-2012,East,Major Territory,Green Tea,Leaves,Tea,Massachusetts,Regular,10,20,18,26,9,17,123,262
315,01-07-2012,East,Major Territory,Green Tea,Leaves,Tea,New York,Regular,90,120,94,136,98,38,137,271
562,01-07-2012,West,Major Territory,Darjeeling,Leaves,Tea,California,Regular,60,100,104,152,112,40,78,26
831,01-07-2012,West,Major Territory,Earl Grey,Leaves,Tea,California,Regular,60,80,94,136,98,38,17,102
415,01-07-2012,West,Major Territory,Green Tea,Leaves,Tea,California,Regular,30,20,52,79,30,49,232,56
712,01-07-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,20,23,31,12,19,255,266
314,01-07-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,40,60,72,32,40,264,31
920,01-07-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,100,80,97,130,71,59,10,213
641,01-07-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,40,0,43,31,12,13,118
314,01-07-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,50,39,57,35,22,17,62
920,01-07-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,60,50,65,36,29,108,254
203,01-07-2012,East,Small Territory,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,20,43,57,16,41,139,84
318,01-07-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,90,59,85,58,27,73,63
505,01-07-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,150,10,120,49,11,60,53,10
405,01-07-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,20,40,23,34,16,18,229,36
225,01-07-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,20,36,54,21,33,226,68
505,01-07-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,20,44,59,18,41,264,187
580,01-07-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,100,114,172,103,69,94,133
775,01-07-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,40,30,34,41,9,32,291,191
503,01-07-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,40,34,51,18,33,50,31
435,01-07-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,70,76,93,31,62,48,276
360,01-07-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,150,100,124,173,31,142,136,239
702,01-07-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,20,20,29,12,17,165,30
541,01-07-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Oregon,Decaf,130,90,145,146,81,65,98,71
801,01-07-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,40,35,52,31,21,36,178
253,01-07-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Washington,Decaf,80,70,86,103,56,47,242,298
319,01-07-2012,Central,Small Territory,Amaretto,Beans,Coffee,Iowa,Regular,20,30,25,36,17,19,226,10
920,01-07-2012,Central,Small Territory,Amaretto,Beans,Coffee,Wisconsin,Regular,60,20,59,74,18,56,151,166
712,01-07-2012,Central,Small Territory,Colombian,Beans,Coffee,Iowa,Regular,30,20,34,41,9,32,101,156
636,01-07-2012,Central,Small Territory,Colombian,Beans,Coffee,Missouri,Regular,80,40,76,93,31,62,292,221
262,01-07-2012,Central,Small Territory,Colombian,Beans,Coffee,Wisconsin,Regular,130,60,124,173,32,141,237,219
641,01-07-2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,20,20,29,13,16,155,262
573,01-07-2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Missouri,Regular,40,40,35,52,32,20,150,108
608,01-07-2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,90,86,103,56,47,66,179
603,01-07-2012,East,Small Territory,Amaretto,Beans,Coffee,New Hampshire,Regular,50,70,61,90,49,41,100,185
203,01-07-2012,East,Small Territory,Colombian,Beans,Coffee,Connecticut,Regular,80,90,90,135,75,60,28,147
603,01-07-2012,East,Small Territory,Colombian,Beans,Coffee,New Hampshire,Regular,60,60,64,96,43,53,89,121
860,01-07-2012,East,Small Territory,Caffe Mocha,Beans,Espresso,Connecticut,Regular,40,20,47,66,5,71,131,132
603,01-07-2012,East,Small Territory,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,50,10,59,82,1,83,238,60
603,01-07-2012,East,Small Territory,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,10,40,49,0,49,99,283
318,01-07-2012,South,Small Territory,Colombian,Beans,Coffee,Louisiana,Regular,50,50,40,59,36,23,236,166
505,01-07-2012,South,Small Territory,Colombian,Beans,Coffee,New Mexico,Regular,80,70,64,96,44,52,150,160
580,01-07-2012,South,Small Territory,Colombian,Beans,Coffee,Oklahoma,Regular,50,40,41,53,28,25,54,280
985,01-07-2012,South,Small Territory,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,0,47,66,6,72,241,93
505,01-07-2012,South,Small Territory,Caffe Latte,Beans,Espresso,New Mexico,Regular,30,10,40,49,1,48,22,267
580,01-07-2012,South,Small Territory,Caffe Latte,Beans,Espresso,Oklahoma,Regular,120,110,141,195,128,67,124,191
225,01-07-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,30,39,65,30,35,245,74
505,01-07-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,New Mexico,Regular,50,0,59,82,1,83,204,98
918,01-07-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,18,26,9,17,178,181
971,01-07-2012,West,Small Territory,Amaretto,Beans,Coffee,Oregon,Regular,40,20,39,56,10,66,23,236
435,01-07-2012,West,Small Territory,Amaretto,Beans,Coffee,Utah,Regular,70,60,60,72,32,40,172,172
775,01-07-2012,West,Small Territory,Colombian,Beans,Coffee,Nevada,Regular,40,20,36,46,1,47,49,80
971,01-07-2012,West,Small Territory,Colombian,Beans,Coffee,Oregon,Regular,40,20,39,55,0,55,125,297
801,01-07-2012,West,Small Territory,Colombian,Beans,Coffee,Utah,Regular,50,40,43,57,16,41,111,76
425,01-07-2012,West,Small Territory,Colombian,Beans,Coffee,Washington,Regular,100,120,86,125,75,50,277,24
702,01-07-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Nevada,Regular,0,30,0,43,32,11,168,280
971,01-07-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Oregon,Regular,40,30,51,64,12,52,86,123
801,01-07-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Utah,Regular,30,50,39,57,36,21,287,58
206,01-07-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Washington,Regular,40,50,50,65,36,29,126,62
775,01-07-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Nevada,Regular,20,20,25,36,17,19,132,300
503,01-07-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,30,47,63,20,43,229,154
801,01-07-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Utah,Regular,40,40,46,60,32,28,205,157
206,01-07-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Washington,Regular,50,20,59,74,18,56,198,22
319,01-07-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,250,240,291,387,258,129,134,105
816,01-07-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,50,10,59,82,1,83,251,59
920,01-07-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,30,40,39,65,29,36,255,254
319,01-07-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Iowa,Decaf,130,150,154,222,150,72,162,188
417,01-07-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Missouri,Decaf,100,0,120,49,12,61,13,193
262,01-07-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,60,59,85,58,27,173,67
959,01-07-2012,East,Small Territory,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,40,76,93,32,61,109,158
603,01-07-2012,East,Small Territory,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,10,36,46,0,46,120,156
959,01-07-2012,East,Small Territory,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,40,60,72,33,39,223,197
318,01-07-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,40,46,60,32,28,135,97
505,01-07-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,20,25,36,17,19,42,75
405,01-07-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,30,59,74,19,55,221,214
318,01-07-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,40,76,93,31,62,100,251
505,01-07-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,20,34,41,10,31,278,251
405,01-07-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,110,60,124,173,32,141,29,165
775,01-07-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,130,70,162,225,45,180,52,261
503,01-07-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,40,30,44,24,20,300,127
435,01-07-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Utah,Decaf,50,60,61,90,48,42,182,198
425,01-07-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Washington,Decaf,70,80,90,135,75,60,251,208
775,01-07-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Nevada,Decaf,200,200,238,329,208,121,245,38
503,01-07-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,30,41,53,27,26,12,223
435,01-07-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,60,64,96,44,52,90,252
509,01-07-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,40,59,37,22,147,183
775,01-07-2012,West,Small Territory,Mint,Leaves,Herbal Tea,Nevada,Decaf,130,150,154,222,150,72,257,88
801,01-07-2012,West,Small Territory,Mint,Leaves,Herbal Tea,Utah,Decaf,100,10,120,49,12,61,59,40
515,01-07-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Iowa,Regular,220,150,266,266,167,99,96,133
636,01-07-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Missouri,Regular,30,30,44,59,17,42,114,191
920,01-07-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,10,36,54,21,33,234,110
319,01-07-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Iowa,Regular,230,170,270,332,197,135,174,297
816,01-07-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Missouri,Regular,30,0,40,49,1,48,271,201
608,01-07-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,0,47,66,6,72,201,83
816,01-07-2012,Central,Small Territory,Green Tea,Leaves,Tea,Missouri,Regular,30,0,36,46,0,46,127,176
203,01-07-2012,East,Small Territory,Darjeeling,Leaves,Tea,Connecticut,Regular,30,50,35,52,32,20,253,268
603,01-07-2012,East,Small Territory,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,25,36,17,19,295,97
860,01-07-2012,East,Small Territory,Green Tea,Leaves,Tea,Connecticut,Regular,20,20,20,31,15,16,34,211
603,01-07-2012,East,Small Territory,Green Tea,Leaves,Tea,New Hampshire,Regular,0,30,0,43,31,12,271,264
702,01-07-2012,West,Small Territory,Darjeeling,Leaves,Tea,Nevada,Regular,190,190,291,387,258,129,91,32
541,01-07-2012,West,Small Territory,Darjeeling,Leaves,Tea,Oregon,Regular,10,10,18,26,9,17,59,70
435,01-07-2012,West,Small Territory,Darjeeling,Leaves,Tea,Utah,Regular,30,10,59,82,0,82,205,235
509,01-07-2012,West,Small Territory,Darjeeling,Leaves,Tea,Washington,Regular,20,30,39,65,29,36,71,287
775,01-07-2012,West,Small Territory,Earl Grey,Leaves,Tea,Nevada,Regular,170,130,266,266,168,98,92,165
503,01-07-2012,West,Small Territory,Earl Grey,Leaves,Tea,Oregon,Regular,70,80,114,172,104,68,80,119
435,01-07-2012,West,Small Territory,Earl Grey,Leaves,Tea,Utah,Regular,20,30,44,59,17,42,137,288
509,01-07-2012,West,Small Territory,Earl Grey,Leaves,Tea,Washington,Regular,20,30,36,54,20,34,232,72
702,01-07-2012,West,Small Territory,Green Tea,Leaves,Tea,Nevada,Regular,170,250,270,270,378,135,136,152
503,01-07-2012,West,Small Territory,Green Tea,Leaves,Tea,Oregon,Regular,90,90,141,195,129,66,113,298
435,01-07-2012,West,Small Territory,Green Tea,Leaves,Tea,Utah,Regular,20,20,40,49,1,48,43,257
253,01-07-2012,West,Small Territory,Green Tea,Leaves,Tea,Washington,Regular,30,0,47,66,5,71,127,149
719,01-08-2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,160,132,191,144,47,107,198
630,01-08-2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,160,170,154,222,150,72,29,271
614,01-08-2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,30,10,37,52,11,63,23,154
719,01-08-2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,50,52,79,30,49,221,14
847,01-08-2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,220,266,266,167,99,205,114
937,01-08-2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,20,49,60,8,52,132,217
321,01-08-2012,East,Major Territory,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,110,100,116,161,102,59,149,204
850,01-08-2012,East,Major Territory,Decaf Espresso,Beans,Espresso,Florida,Decaf,90,80,99,132,73,59,300,24
682,01-08-2012,South,Major Territory,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,60,70,52,68,39,29,67,265
512,01-08-2012,South,Major Territory,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,110,100,145,105,40,21,216
626,01-08-2012,West,Major Territory,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,140,196,30,137,107,259,140
707,01-08-2012,West,Major Territory,Decaf Espresso,Beans,Espresso,California,Decaf,280,250,295,392,262,130,139,228
720,01-08-2012,Central,Major Territory,Amaretto,Beans,Coffee,Colorado,Regular,130,140,123,178,133,45,91,82
