num_rating,coffee_shop_name,review_text,rating,cat_rating,bool_HIGH,overall_sent,vibe_sent,tea_sent,service_sent,seating_sent,price_sent,parking_sent,location_sent,alcohol_sent,coffee_sent,food_sent,hours_sent,internet_sent,local_sent
4,Vintage Heart Coffee ," 11/5/2016 vibe, warm and comforting...all the makings of a go  to local coffee house in east Austin. The coffee was bold and the cafe au coffee was filled with frothy warm milk to top off a smooth coffee coffee. There's not much in the area besides a few food trucks, so come with a good book or work! ", 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Vintage Heart Coffee ," 12/4/2016 1 check-in Excellent space for a bit of studying, low-key work, or reading. Not overly intimate, but plenty of vibe and a casual vibe. Friendly service and good coffee makes it a spot worth stopping if you're in the area. ", 4.0 star rating ,HIGH,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0
4,Vintage Heart Coffee ," 10/18/2016 1 check-in This was hands down my favorite coffee shop during my short stay in Austin.  The vibe was vibe and even though there was only one girl as service and service, she was fairly quick taking orders and making the drinks which was impressive!  The syrups they offer (vanilla, coffee, and cinnamon) are all made there which is awesome.  I tried a soy vanilla cinnamon coffee and although the cinnamon overpowered the vanilla I still enjoyed the drink.  I highly recommend this coffee shop! Vanilla cinnamon coffee ", 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,Vintage Heart Coffee ," 9/27/2016 1 check-in Cute coffee place to meet a friend or read. Not great for working (not a ton of internet or space), but still a cute coffee shop. There is a little parking in the front and some in the back, but most likely will have to part on the street in the back. ", 4.0 star rating ,HIGH,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,Vintage Heart Coffee ," 6/30/2016 Updated review 3 check-ins Cutest little coffee shop in town. So hip and perfect for reading a book or enjoying a vibe cup of coffee. The vibe is chill and relaxed and the vibe is a lovely mix of industrial and shabby chic.  I normally get coffee here and they are hot, not too sweet and delicious. The coffee are also well done with no bitterness. Very consistent quality! My favorite food nom noms used to be the doughnuts (coffee and lavender are kick ass), the blueberry scone (100% the shit) and the ham/mozz and turkey/provolone food which (I swear to God) weigh at least one pound each, but I think their vendor went out of business....? The foods are heated for you and they give you SO MUCH bang for your buck. Feels like a chipotle burrito without the diarrhea. Not sure what food they offer there now since I've moved from ATX, but I feel 100% confident that they only select the best of vendors.  Fav fav coffee shop in town and location near other cool east side hotspots! #synergy ", 5.0 star rating ,HIGH,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0
5,Vintage Heart Coffee ," 6/4/2016 1 check-in Vintage Heart Coffee is by far the best coffeehouse to study/read/work in Austin. The shop has very vintage and cute vibes. Background vibe is not overwhelming and it is a vibe coffeehouse! it is pretty small but has plenty of seating. internet everywhere, that's always a pls!  My favorite coffee are lavender iced coffee and vanilla iced coffee. Very strong coffee flavor with fresh milk and their homemade flavors. Fantastic!  Love this place. I always feel very accomplished coming here and getting things done. Ps. The services are very nice, they let you bring food truck food here. ", 5.0 star rating ,HIGH,1,2,2,0,2,0,0,0,0,0,2,0,0,0,0
5,Vintage Heart Coffee ," 6/20/2016 5 check-ins Cute shop where coffee is no joke. Ask about the homemade syrups! coffee, lavender, vanilla and rosemary.  Fave concoctions: + iced soy vanilla coffee (the best!) + cold coffee with coffee syrup + almond milk + lavender - vanilla coffee Iced lavender and vanilla soy coffee! ", 5.0 star rating ,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Vintage Heart Coffee ," 3/18/2016 1 check-in Listed in Yelp 100 Challenge 2016, sweet tooth fix, Cafe Joints, Austin My sisters and I came here one late night and we just enjoyed some cups of coffee. The vibe was cute and the coffee were flavorful. It had a nice thick consistency and the cafe was cute and homey. We saw a lot of vibe studying and it was pretty vibe, but there were vibe chit chatting as well.  The coffee was good, but it didn't really stand out much for me from other coffee shops. This place has a lot of high reviews; so I'll come back and give it another try. I really want to try their chai coffee. The service here was mediocre. My sisters and I were the only ones in line, but the girl that took our order kept rushing us. It was unpleasant, but the drinks were decent. I'll be back another time. ", 3.0 star rating ,LOW,0,0,1,0,-1,0,0,0,0,0,2,0,0,0,0
4,Vintage Heart Coffee ," 2/25/2016 1 check-in Let's get to the heart of the matter: their vanilla iced coffee is amazing. Ok, above else, protect your heart. By taking an amazing blissful parking to Vintage Heart Coffee. Or drive there, whatever your heart desires.  Justin and I loved this awesome local Austin gem. The inside was nothing special. It was small and cute. They had a couple of seating outside right next to a mini food truck parking. It was sunny and we were able to enjoy the local austin wall mural vibe. This place is also parking distance from Franklin BBQ. I got an iced cold coffee with cream and sweetened. Justin got the Iced Vanilla coffee that was mentioned on Yelp and for once his coffee was better than mine. I would definitely recommend trying it. The service were also really nice and fun. ", 4.0 star rating ,HIGH,1,3,0,0,2,0,0,4,0,0,1,0,0,0,3
4,Vintage Heart Coffee ," 8/8/2016 Some really great things:  SOFAS! Three of them. For someone who puts sofa seating as the number one on my coffee shop must-haves, this was a great find.  Delicious lavender soy coffee made my day. A unique, sweet, light flavor that I probably could have had several of.  Funky vibe, witty signs and Austin vibe. All awesome.  Only downside..... it has a bit of a funky smell. It was worth adjusting to, but was a concern initially. ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Vintage Heart Coffee ," 10/8/2016 1 check-in Stopped here after food as we were parking around and wanted a drink in hand during our stroll. I'm not much of a coffee drinker so I'm probably not the most qualified vibe to review a coffee shop but I am a big fan of iced tea. The interior is relatively small but there are an assortment of sofas and seating if you are trying to get some work done/study. I got the lavender lemonade which was really good, nice creativity there with the mix of lemonade and lavender. ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Vintage Heart Coffee ," 1/30/2016 2 check-ins This place is literally so cute. I only got coffee to go this time but I'll definitely come back and study here. parking is a little limited in the lot but there's a price to parking on the street. You only need to price tues-Saturday 6pm-12 am. Internet password is ilovepuppies  This place offers coffee and little treats. They make their own syrups so it's super delicious and blends well into the coffee rather than stick at the bottom like Starbucks. I got a vanilla coffee and my BF got the lavender coffee. Both were delicious! It was a good amount of sweet. I'm not a huge fan of lavender but I actually enjoyed it! It has a really nice fragrant taste and not too overpowering.  This is probably going to become one of my go tos. I'm pretty obsessed with the vibe in here: cute paintings, succulents, lights....basically tumblr hipster lol. Vanilla coffee ", 5.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,Vintage Heart Coffee ," 7/4/2016 1 check-in Listed in ATX Coffee Fix Bucolic and quaint come to mind when visiting Vintage Heart. I like how there is plenty of natural light near the front.  parking can be a hassle even during weekday work hours when most vibe would be working. There are some parking seating near the back but if you do snag a spot, be forewarned that it may be hard to get out if some vibe end up choosing to parking near the fence, taking up more space that you could use to back out.  When I made an order for a coffee, I was glad I caught that I was ""upcharged"" before I slid my parkingd. I am sure it was an honest mistake but it was just something I noticed. The store service(?) quickly corrected it in the end.  Overall, the distance from where I live as well as the parking lot situation are big enough deterrents to prevent me from visiting anytime soon. Especially with the number of high-quality coffeehops in ATX. ", 3.0 star rating ,LOW,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,Vintage Heart Coffee , 9/23/2016 2 check-ins One of my favorite places to come and study! Its a bigger coffeshop than most and I really liked their tea and how they put everything in mason jars. The service wasnt that friendly though... And they dont really have any food so i givie it 4 stars. However the interior design is really cute and its a good place to go study. , 4.0 star rating ,HIGH,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0
3,Vintage Heart Coffee ," 7/19/2016 1 check-in Quaint coffee house, kind of feels like your friend's living seating. It's dimly lit and isn't air conditioned as well as other cafes in the area so it was only semi comfortable for me to get some work done.  The coffee is good, downside is they only had a few food goods when I went so if you're hungry you should check out the food trucks in the nearby area before/after your coffee!  The service was not very friendly which was a surprise to me. On the plus side they were playing the format the entire time I visited which was super nostalgic :):) ", 3.0 star rating ,LOW,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,Vintage Heart Coffee ," 11/19/2015 2 check-ins Listed in Life is like a cup of coffee This place is vibe! I mean shhh vibe making it the perfect place to get some work done. The background vibe is barely noticeable, there are ample electrical plugs throughout the coffee shop and it is comfortable.  I had 30 minutes to spare on the east side nearby Vintage Coffee and decided to vibe up with a cold coffee and a Topo Chico. Service was friendly and I was happy with their selection of coffee and variety of mineral waters. I haven't been drinking coffee for about 15 months so I was timid about going for the cold coffee. The service on duty shared that it is pretty mild and it is as blend a couple different coffee. I also opted for a Topo Chico. The cold coffee was on the mild side and was served up in a mason jar. I found a comfortable couch and enjoyed my caffeinated beverage.  Tips: The internet password is ilovepuppies, now how cute is that! There are food trailers next door if you are hungry and want a change of scenery. Topo and cold coffee ", 4.0 star rating ,HIGH,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0
5,Vintage Heart Coffee ," 7/3/2016 1 check-in A 6 vibe lounge bar splaid through the middle concave of this modern day coffee tavern sets a mood of rustic and yet alive. The service accommodated my off menu tea coffee with almond milk and got it frothy, a tricky thing to do. The trickster was even in a band and I played his song through my phone waves. Really epic, check out brand new stew on youtube. If you're looking for old Austin vibe come drink here.  coffee are local and human friendlified. ", 5.0 star rating ,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Vintage Heart Coffee , 5/24/2016 1 check-in Really sweet coffee shop on the east side. I expected something super hipster but it was actually just calm and simple. They make a solid coffee and there are seatings outside so you can sit and observe a typical East 7th morning.  Bonus points for going green with cloth napkins! , 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
4,Vintage Heart Coffee ," 4/27/2016 Really dug this place. Chill vibe, tasty coffee, nice service, scrabble, and free internet. Need one ask for more in a coffee shop? Plus they have a small parking lot and are adjacent to the Boteco food truck. Definitely in my coffee shop stable now. ", 4.0 star rating ,HIGH,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,Vintage Heart Coffee ," 9/18/2016 I was not impressed. First of all, parking was a huge hassle and that sets the tone for anything that comes after. The AC was also broken so it was extremely hot indoors. All of the seating are itty bitty and made out of good price wood, so I felt like I was about to fall out of my chair the entire time. I ordered the orange creamsicle drink, and they literally just mixed orange soda with milk. ", 1.0 star rating ,LOW,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
4,Vintage Heart Coffee ," 4/18/2016 1 check-in Alright here's the low down, I'm a sucker for drinks in a mason jar.  As soon as I see Yelp pictures of this, I'm there.  I'm not sure why, I've pondered it for quite some time, maybe I need to ask a therapist.  Anyhow, that's what led me here on a Sunday afternoon.  If you are entering from 7th street the parking can be pretty tight.  I think there are only about 2 spaces on the 7th street side of the store.  There is a back alley behind the store where there are a few more seating back there.  There is also a rear entrance to the store you can go through if you parking in the back.  Once inside it has the feel of being in a small house which is pretty cool.  There is a good amount of seating divided into 2 seatings with a huge bar area with stools on both sides.  Great area for working with laptops. Now on to the drinks.  We got a cold coffee and a iced chai coffee.  I had to get cold drinks because again, I'm here for the mason jars.  The iced chai was very refreshing.  It tasted as a chai coffee should with just the right amount of spice. The cold coffee was bold and had good flavor.  No lingering after taste and just what I needed to energize me for the rest of the day. There are so many awesome coffee shops hoursing up all around town.  I would definitely add this one to my list of ones to try if you haven't been here.  Very cool vibe to hang out with a few friends, read a book, do some work on a laptop, or just chill on a couch. coffee Menus and outside seating Graffiti outside the store See all photos from Charles Y. for Vintage Heart Coffee ", 4.0 star rating ,HIGH,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0
5,Vintage Heart Coffee ," 5/3/2016 I was looking for a not too busy, not too loud coffee shop recently that would be good location to two of us coming from location and one coming from Northeast Austin. Harder to find than you would think... A friend mentioned she thought Vintage Heart was not too loud and I might like it.  Done!  Made that appointment and showed up early to scope the place out. There were a few vibe scattered here and there at 1pm midweek, but it really made me happy that the vibe was not obtrusive and I could find a place to parking.  The counter service were very pleasant and helpful, and I put in my order for a Cinnamon coffee after perusing all of the options. (Um, did I mention they have food goods from Russell's food? - Thankfully not the parkingrot or Italian cream food, because those are my diet kryptonite!)  My coffee came out and was really beautifully done. I have to admit my first thought was,""I bet this is going to have that fruity after taste I often notice in high end coffee.""  Nope. It was exquisite. Dark but not burnt, no fruity tones and no bitter aftertaste. Amazing coffee flavor!  I thought it might be just mine, but my friends who ordered two other flavors of coffee had the same vibe. They both said, ""This is the best coffee I have had in Austin.""  Nice service, Vintage Heart! I will be back and will bring more friends.  Note: I would have happily shared this review on Facebook, but for some reason it kept picking up your sign in the women's bathroom as the image, and that is NOT something I want to post. Just a heads up. ", 5.0 star rating ,HIGH,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0
4,Vintage Heart Coffee ," 4/22/2016 1 check-in Nice hipster coffee joint on 6th street with plenty of internet and easy internet access, making it a nice spot to sit down and get some work done while you sip your coffee. All syrups are made in house and the food selection includes some gluten free options. Had a nice vanilla/cinnamon coffee, apricot scone, and a stuffed food (spinach and mozzarella), all of which were very good.  Bus your own seatings. Cloth napkins for sustainability. All nice touches. ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
5,Vintage Heart Coffee ," 6/11/2016 Totally the Austin vibe we were searching for. The vibe in the back parking lot was kickass and beautiful, and the drinks inside didn't disappoint. Bae remarked that this was ""hands down the best vanilla coffee I've had."" I had a Violet Femme iced tea (lavender earl grey) that was super.  The reason it gets five stars: our service was super friendly and accommodating. She asked us - yes asked us - if we needed the internet password. And I nearly passed out with cuteness overload when she gave it to us (that's a secret that you'll have to stop by to vibe). She also gave us a ton of places to check out for food and hanging; they were spot on and totally our pace and level of weirdness.  All in all, this place was cool and delicious without being pretentious. ", 5.0 star rating ,HIGH,1,1,0,0,2,0,0,-1,0,0,1,0,0,0,0
1,Vintage Heart Coffee , 9/4/2016 2 check-ins Second attempt at the place due to its excellent Yelp rating but can't get past the ammonia smell and stark/clinical vibe to order anything. Limited vehicle parking; best accessed by foot or bicycle. , 1.0 star rating ,LOW,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2,Vintage Heart Coffee ," 3/22/2016 1 check-in Okay... So listen, I wanted to like this place. Truly, I did. I have friends from Austin who just love this cute little shop, but for me it was a total miss. As soon as we parkinged in the smell of cats just overtook us. Now, I don't have a problem with cats, but when I'm going to have to sit on their ratted up couch or torn up chair, I don't want to have to also picture 20 cats around me.  The coffeer was good, $4 for a small cup. And free internet is a plus as well. Will I be back? Probably not, but like I said earlier, some of my friends really love this place. ", 2.0 star rating ,LOW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Vintage Heart Coffee , 10/9/2016 The coffee shop itself is cute and clean.  The lavender coffee is definitely worth trying at least once.  It's lightly sweet and distinctly floral.  The only drawback to this place is that there's usually only one vibe working behind the counter so things can be kind of slow going if there's a line. , 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Vintage Heart Coffee ," 10/30/2016 Price: $ Portion: 4/5 Selection: 4/5 Friendliness: 5/5 Convenience: 4/5  coffee are slightly (25 cents) good priceer than what I normally see. They have a good selection of food goods (scones, foods, foods) that are pretty good. The service was very friendly! The location is good location with a small amount of parking.  There is ample seating and free internet, and they are so friendly but I would not come back for the coffee. It's almost there, but tastes burnt and the milk foam is too dry.  If you're not a coffee snob, and you're just looking for a friendly place with decent coffee and food and lots of seating, come here!  If you're into good coffee, check out other places nearby (Flat Track was on point!).  Thank you Vintage Heart! :) ", 3.0 star rating ,LOW,0,0,0,0,2,0,1,0,2,0,-1,1,0,0,0
4,Vintage Heart Coffee ," 2/16/2016 1 check-in Listed in 2016 Yelp 100 Challenge, Austin It's a cute little place along 7th street. It seems like it used to be someone's home. There are couple of parking seating in front, otherwise you would have to parking around the back. vibe is very cute, hip but comfy.  Anyways, for drinks - we got a coffee and a cold coffee. Cold coffee was good no hints of bitterness while the coffee was nice and rounded.  There are few pods next door and some seatings and benches which are especially nice during sunny days. We opted to seating outside out front while remaining under the shaded area. ", 4.0 star rating ,HIGH,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
4,Vintage Heart Coffee ," 8/31/2015 Snapshot: 4.4/5 Coffee Flavor 5/5 vibe, 4/5 Location/Parking  Great vibe that's offers internet, vibe and plenty of seating. The vibe is neutral with an industrial modern approach.  Vintage offers home made syrups (my gf enjoyed the lavender) and I say try them all.  The coffee is roasted to near perfection.  Worth checking out as the service is great ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0
2,Vintage Heart Coffee , 10/25/2016 Seriously just meh. Coffee Meh. vibe even more meh and looked like it just hoursed. food/pastry selection...meh. Customer service meh.. Looked like a great place to study though! , 2.0 star rating ,LOW,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,Vintage Heart Coffee ," 2/14/2016 2 check-ins Super cute place, and my only critique is that there is not enough parking. I came here on a Sunday so thankfully street parking was free. Idk if I would've bothered to stay and price for parking on any other day of the week.  There could also be more seating...  I ordered an iced parkingamel coffee, but they don't have parkingamel. This ended up being totally fine because they have other things like vanilla, lavender, chai, coffee, and cinnamon.  I ended up getting an iced vanilla cinnamon coffee and oh my gosh so so good. Fast and friendly service also is a plus.  A lot of natural vibe and good noise level. It can be vibe at times and slightly noisy at other times. I like to be in coffeehops that aren't too vibe or loud so this place was the perfect in between. ", 5.0 star rating ,HIGH,1,2,1,0,1,0,-1,1,0,0,1,0,0,0,0
4,Vintage Heart Coffee ," 2/18/2016 1 check-in Listed in Hello Yelp 100 - it's 2016, My Fix, Second Home Vintage Heart is just so stinking cute. It's smaller than most coffee shops I've been to, and the mood vibe just makes it so vibe - with the exception that the seating here are not particularly comfortable, save for the sofas placed around the shop.  I ordered a vanilla coffee on the recommendation of the service (who are so friendly, by the way), and it had just the right amount of sweetness and a luscious foam topping that made the drink go down so smoothly. Plus, all of their syrups are made in house - I could definitely taste the difference between fresh vanilla and vanilla flavoring.  Overall a super cute spot to come and get work done. Free internet, too (the service very cutely exclaimed ""it's 'ilovepuppies!'"")! ", 4.0 star rating ,HIGH,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4,Vintage Heart Coffee ," 8/7/2016 1 check-in Classic coffee combos, great price that include tax. The coffee wasn't as strong as I hoped, but for the price, and the chill vibe I will frequent more often. The vibe is simplistic, and tons of space to do some studying. The girl behind the counter was very sweet and was mindful enough to explain that their coffee is nothing like Starbucks; don't expect an overly sugarfied confection here haha. I'm really interested in trying their coffee next time I stop in. Cool vibework right outside their store front ", 4.0 star rating ,HIGH,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0
5,Vintage Heart Coffee , 10/24/2016 I really enjoyed my vanilla coffee and also enjoyed the vibe. The service behind the counters was very friendly and helpful. The only thing was the parking situation was not ideal but typical Austin. I will be going back soon. , 5.0 star rating ,HIGH,1,3,2,0,2,0,0,0,0,0,3,0,0,0,0
4,Vintage Heart Coffee ," 2/25/2016 Love this place even though parking is a pain in the...  I feel like I had to drive through some hood alley in order to parking over some slanted and not very leveled rock supported road.  Love the little vibework outside too.  service were nice and friendly.  Coffee was on point, but not out of this world.    Good place to just sit down for some peace and vibe or to study.  I wouldn't come here again just for the coffee, but I would for the chill factor and as a good place to get some work done. ", 4.0 star rating ,HIGH,1,-1,0,0,0,0,0,-3,0,0,0,0,0,0,0
4,Vintage Heart Coffee ," 6/8/2016 1 check-in Cute little quaint place in Austin. The menu selection is small with only a few coffee, coffee, and lemonade. I really wanted a hazelnut coffee but opted for an iced vanilla coffee. Pretty darn good! They offer a small variety of food which I did not try. If I ever have time in the morning I can probably make my way to VHC. Not bad! ", 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Vintage Heart Coffee ," 7/11/2016 16 check-ins This is one of my favorite coffee shops. They've always had the friendly service. It's small enough to be vibe, but big enough to find seating. vibe seems low enough to feel comfortable, but not dark enough to wear you couldn't read a book. I had the privilege of meeting the service shortly after they hoursed, and knowing who is behind the business makes me want to support it even more. My favorite drink here is a hot coffee. They use excellent coffee and always make an excellent drink! ", 5.0 star rating ,HIGH,1,2,0,0,1,-1,0,0,0,0,3,0,0,0,0
5,Vintage Heart Coffee ," 6/11/2016 One of my favorite coffee shops in town. I like to bring vibe here because this place is unique and unlike any other. The vibe is fresh and quirky and the establishment is VERY clean. parking is a little difficult but if the lot is full you can parking on a side street to parking there. My favorite drink is the iced vanilla coffee with lavender. I would never think to put lavender in my drink but it's SO delightful. I highly recommend! It's a good spot to chill and relax. Also, the service is super friendly and nice. Keep it up, service! :) ", 5.0 star rating ,HIGH,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0
5,Vintage Heart Coffee , 6/18/2016 Cute little coffee shop on the east side one of my favorite places to get my morning vanilla lavender coffee :) The only negative thing I have to say about this place is that during the summer months it gets really hot inside. Which makes it not very enjoyable for vibe trying to relax and study. Besides that I love the vibe and the coffee is top notch! , 5.0 star rating ,HIGH,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
5,Vintage Heart Coffee ," 9/17/2016 I work at the food truck next door and Vintage Heart's coffee and cold coffee is the fuel that keeps me running. Dark, strong, fresh coffee! Only suggestion is to upgrade AC system as it does get stuffy inside when its a full house. ", 5.0 star rating ,HIGH,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0
5,Vintage Heart Coffee ," 4/17/2016 3 check-ins I am a picky vibe when it comes to coffee. I rarely drink it due to my heightened sense of taste and smell. The burnt beans and acidic flavor can sometimes be overwhelming at certain places. Vintage Heart Coffee is one of the very few places where I love to go and actually get myself a cup of coffee. Their lavender coffee is UH-MAY-ZING. I really liked it with the almond milk, too. It has this subtle scent of lavender and fooded marshmallow. The vibe is so cute and vibe, yet very vibesy and trendy! Their service is really great and the location is great if you are in central Austin. If I had the money and lived closer, I would come here every day! The building is covered in vibe on the outside, too. There is not much parking available but many vibe parking or ride their bicycles here so I have never had trouble actually finding parking. I bring my sister here every time she is in town from Dallas along with all of my close friends who are coffee lovers. I wish they would hours a location up north but until then I will make my drive down to this location every time I crave the lavender coffee. I'm thankful that such a delightful drink exists in Austin!! hehe ", 5.0 star rating ,HIGH,1,1,1,0,3,0,0,-1,2,0,2,0,0,0,0
5,Vintage Heart Coffee ," 7/19/2016 We went to many places in Austin within 2 days and Vintage Heart is absolutely my favorite local coffee shop. I love the location, the vibe and of course, the drinks. It was so vibe and very friendly, a suitable place to sit and talk for hours with  whoever you're with or just meet that day. I ordered the Lavender coffee and although I loved it, I had to say the Vanilla coffee my friend had was so much better. The outside was pretty spacey at well;  if the weather allowed I would have totally hung out at the porch. The colored wall is a nice touch, we took a few pictures using it as a background. Food trucks next door Cute interior See all photos from Thao T. for Vintage Heart Coffee ", 5.0 star rating ,HIGH,1,3,2,0,0,0,0,0,2,0,3,0,0,0,2
4,Vintage Heart Coffee ," 11/27/2015 Listed in Coffee Shops Saturday, 1:30 PM.  Quickie: + Drink quality + Friendly service + Fast wi-fi + Quick turnaround + Cleanliness + seating  And then...? Vintage is a good place to get some work done. Good beverage quality too!  ********** Got my drank on:  1. Iced coffee    + Bold, aromatic roast.  Constructive comments: *Option to compost *Honey as a sweetener ", 4.0 star rating ,HIGH,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,Vintage Heart Coffee , 3/28/2016 1 check-in Yum!!! Came here straight off the plane to get some coffee in my system. Was great coffee and friendly service. Seemed like a great place to either grab some coffee to go or post up for a while. , 5.0 star rating ,HIGH,1,1,0,0,2,0,0,0,0,0,-1,0,0,0,0
5,Vintage Heart Coffee , 4/18/2016 2 check-ins This is always such a nice stop before/after a visit to Takoba. It's never vibeed and the quality of their coffee is just so top notch. , 5.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Vintage Heart Coffee ," 2/25/2015 26 check-ins Listed in Austin coffee Essentials The Location: Looks like your average Austin hipster coffee joint- next to a couple food trucks, graffiti vibe, small lot in the back for parking. Might seem like an awkward spot to find at first. As for the inside, I love the vibe - chic, modern and comfortable with plenty of seating and sophisticated vibe.  The Drinks: So far, I have tried the vanilla coffee, coffee, and lavender coffee. Everything I've had is honestly very good; I haven't tried anything here that I didn't like. coffee soy coffee was good but vanilla was better, and iced soy coffee was really light and refreshing. Their hot coffee are light, smooth, and not too sweet. I highly recommend the lavender coffee. Once you get it, nothing else will compare, anywhere.  The Service: Generally slow; when I go, there is usually one vibe working for a long line, but they are very friendly and efficient and definitely know what they're doing. Worth any wait!  Overall: Definitely my new favorite coffee shop in Austin. Great vibe, great coffee. ", 5.0 star rating ,HIGH,1,1,2,0,0,0,0,1,0,0,2,0,0,0,0
4,Vintage Heart Coffee ," 2/25/2015 2 check-ins Listed in comfy, vibe, & chill This is one of my favorite, favorite study seating in Austin. I'm super particular about study vibe, and very few would garner a 4-5 star rating from me.  Vintage Heart is warm and comfortable, with bright, natural vibe and fairy lights. It's not hours very late (and probably not too brightly-lit in the evenings anyway), so it's definitely a perfect place to go for those early morning and afternoon study grinds or catch-ups. Although the venue itself is relatively small, Vintage Heart has living-room style couches, a bar, plenty of small and medium-sized seatings, and a larger high seating with lots of working space. Since it's slightly further from location, it's also typically not TOO busy! Good, calm vibe, too, and the perfect amount of background noise. internet is also free and reliable!  The lavender coffee tastes amazing and is super aromatic, and the vanilla coffee is chocolatey and delicious. The heart design on the foam is a nice touch.  One of my favorite things about Vintage Heart, too, is their attention to the vibe and unnecessary waste - they use glass cups and mason jars for both their hot and cold drinks and use pieces of washable, patterned cloth as their napkins. Love it.  The downsides: parking is super difficult with such few lots - it could fit about seven parkings in total. Also, during the peak times in the afternoon, snagging a comfortable study spot can sometimes be difficult and since there is normally only one service making the drinks, there may be a little bit of wait. lavender coffee ", 4.0 star rating ,HIGH,1,1,1,0,0,2,0,0,0,0,2,0,0,0,0
4,Vintage Heart Coffee ," 8/22/2015 4 check-ins Vintage heart took my heart for three reasons 1. The place is stunning inside. Think modern with a vintage feel that is nice and bright. 2. Available parking: While there are only maybe 6 seating in total, it's still is something and I was able to find parking quickly during my visit. 3. The service: they go beyond expectations and make great coffee 4.Simple menu, it's not at all a overwhelming amount of choices and they have a variety of food to choose from!  On a rainy summer day, where the walls were leaking and vibe were fast to work, I had to make the hard choice between Vintage Heart and the nearby Figure 8. I was happy with my choice as  the coffee was great, I love the fact they have homemade syrups and the brownie was killer. Regardless of the vibe, it's a bit too vibe and small for a gathering of friends but i will surely be back! ", 4.0 star rating ,HIGH,1,0,-1,0,0,0,0,0,0,0,2,0,0,0,0
5,Vintage Heart Coffee ," 2/19/2015 45 check-ins Hands down one of my favorite coffee shops in Austin. It's a small place, but I normally come in the mornings and it isn't that vibeed. I love the vibe in this place. It's very conducive to studying and the service are so nice.  I would highly recommend the lavender coffee or vanilla coffee. You will NOT be disappointed! The coffee is also really good!  The only downside is that parking can be tricky here. There's a very small parking lot. I believe there are three seating in the front and a few more in the back. Just try to come when it's not busy and you should be fine. Vanilla coffee. ", 5.0 star rating ,HIGH,1,1,2,0,0,0,0,-1,0,0,2,0,0,0,0
4,Vintage Heart Coffee ," 8/25/2015 6 check-ins Vintage Heart is one of my staple places to go. It's never packed but often has a lively energy with vibe chatting, working, or reading.  The service are kind and welcoming. They serve their coffee in cute glassware. And they are one of the only coffee shops in Austin that saves on wasting napkins by providing pretty cloth handkerchiefs for your use.  Live on the east side? Want some good coffee and a peaceful spot to meet a friend? Come and give Vintage Heart a sip. ", 4.0 star rating ,HIGH,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
