uniqueID,drugName,condition,rating,date,usefulCount
1653,Eluxadoline,Irritable Bowel Syndrome,3,17-Mar-16,19
1654,Eluxadoline,Irritable Bowel Syndrome,6,06-Mar-16,23
1655,Eluxadoline,Irritable Bowel Syndrome,10,10-Feb-16,52
1657,Uricalm,Dysuria,1,08-Nov-17,0
1659,Uricalm,Dysuria,1,08-Aug-17,2
1662,Uricalm,Dysuria,1,29-Oct-16,7
1664,Uricalm,Dysuria,10,03-Aug-16,25
1665,Uricalm,Dysuria,1,15-Jun-16,4
1666,Uricalm,Dysuria,10,03-Apr-16,14
1667,Uricalm,Dysuria,10,11-Feb-16,16
1669,Uricalm,Dysuria,9,14-Aug-15,15
1671,Uricalm,Dysuria,10,02-Jun-15,16
1672,Uricalm,Dysuria,10,29-Nov-14,17
1673,Uricalm,Dysuria,10,04-Apr-13,53
1674,Uricalm,Dysuria,10,17-Oct-12,34
1675,Uricalm,46</span> users found this comment helpful.,10,12-Aug-10,46
1677,Simply Sleep,Insomnia,1,10-Jun-16,8
1679,Simply Sleep,Insomnia,1,05-Jul-15,9
1681,Simply Sleep,Insomnia,9,31-May-15,8
1682,Simply Sleep,Insomnia,5,06-Mar-15,14
1688,Simply Sleep,Insomnia,8,04-Apr-08,32
1689,Letairis,Pulmonary Hypertension,2,23-Sep-15,2
1690,Letairis,Pulmonary Hypertension,10,14-May-15,11
1692,Letairis,Pulmonary Hypertension,10,19-Nov-14,13
1693,Letairis,Pulmonary Hypertension,10,28-Jun-13,13
1694,Letairis,Pulmonary Hypertension,10,22-May-13,10
1695,Letairis,Pulmonary Hypertension,10,08-Mar-13,11
1696,Letairis,Pulmonary Hypertension,8,05-Dec-11,27
1697,Letairis,Pulmonary Hypertension,9,08-Aug-09,65
1700,Zolmitriptan,Migraine,10,15-Nov-17,0
1701,Zolmitriptan,Migraine,5,08-Oct-17,0
1704,Zolmitriptan,Migraine,8,12-Aug-17,0
1705,Zolmitriptan,Migraine,10,14-Jul-17,0
1709,Zolmitriptan,Migraine,10,21-May-17,2
1710,Zolmitriptan,Migraine,9,20-May-17,2
1711,Zolmitriptan,Migraine,9,18-May-17,1
1712,Zolmitriptan,Migraine,10,15-May-17,2
1713,Zolmitriptan,Migraine,1,01-May-17,2
1715,Zolmitriptan,Migraine,10,15-Mar-17,3
1716,Zolmitriptan,Migraine,9,08-Mar-17,3
1718,Zolmitriptan,Migraine,9,26-Jan-17,2
1719,Zolmitriptan,Migraine,1,11-Jan-17,4
1720,Zolmitriptan,Migraine,10,22-Dec-16,8
1721,Zolmitriptan,Migraine,10,16-Dec-16,7
1722,Zolmitriptan,Migraine,10,20-Nov-16,2
1723,Desloratadine / pseudoephedrine,Allergic Rhinitis,9,24-Sep-09,1
1724,Salonpas Pain Patch,Muscle Pain,1,29-Nov-17,0
1725,Salonpas Pain Patch,Osteoarthritis,2,26-Sep-17,0
1727,Salonpas Pain Patch,Muscle Pain,3,17-Sep-17,0
1728,Salonpas Pain Patch,Osteoarthritis,10,27-Aug-17,2
1729,Salonpas Pain Patch,Muscle Pain,5,12-Aug-17,0
1730,Salonpas Pain Patch,Muscle Pain,1,05-Aug-17,0
1731,Salonpas Pain Patch,Osteoarthritis,1,15-Jul-17,0
1734,Salonpas Pain Patch,Muscle Pain,5,06-Mar-17,1
1735,Salonpas Pain Patch,Muscle Pain,10,09-Mar-16,9
1737,Zolmitriptan,Migraine,6,04-Sep-16,4
1739,Zolmitriptan,Migraine,1,22-Jul-16,6
1741,Zolmitriptan,Migraine,1,25-Jun-16,3
1742,Zolmitriptan,Migraine,9,11-Jun-16,0
1743,Zolmitriptan,Migraine,10,14-May-16,12
1744,Zolmitriptan,Migraine,4,14-May-16,2
1745,Zolmitriptan,Migraine,8,04-May-16,0
1747,Zolmitriptan,Migraine,7,20-Feb-16,7
1750,Zolmitriptan,Migraine,10,05-Nov-15,4
1751,Zolmitriptan,Migraine,7,24-Oct-15,2
1753,Zolmitriptan,Migraine,10,12-Aug-15,1
1754,Zolmitriptan,Migraine,8,06-Aug-15,1
1755,Zolmitriptan,Migraine,9,31-Jul-15,0
1758,Zolmitriptan,Migraine,1,28-May-15,5
1761,Zolmitriptan,Migraine,10,02-Apr-15,7
1762,Zolmitriptan,Migraine,10,09-Mar-15,1
1763,Zolmitriptan,Migraine,9,28-Feb-15,8
1766,Zolmitriptan,Migraine,8,11-Oct-14,6
1767,Zolmitriptan,Migraine,2,15-May-14,4
1768,Zolmitriptan,Migraine,7,29-Apr-14,11
1769,Zolmitriptan,Migraine,7,26-Mar-14,21
1770,Zolmitriptan,Migraine,10,20-Feb-14,13
1771,Zolmitriptan,Migraine,10,17-Dec-13,29
1772,Zolmitriptan,Migraine,9,22-Nov-13,6
1773,Zolmitriptan,Migraine,10,06-Nov-13,17
1774,Zolmitriptan,Migraine,10,29-Jun-13,21
1775,Zolmitriptan,Migraine,8,25-May-13,6
1776,Zolmitriptan,Migraine,10,27-Apr-13,9
1778,Zolmitriptan,Migraine,10,02-Feb-13,12
1779,Zolmitriptan,Migraine,10,28-Sep-12,14
1781,Zolmitriptan,Migraine,10,23-May-12,12
1782,Zolmitriptan,Migraine,9,27-Apr-12,5
1783,Zolmitriptan,Migraine,10,26-Apr-12,1
1784,Zolmitriptan,Migraine,1,06-Feb-12,4
1788,Zolmitriptan,Migraine,8,23-Sep-11,4
1789,Zolmitriptan,Cluster Headaches,9,08-Sep-11,11
1790,Zolmitriptan,Migraine,10,27-Jun-11,11
1791,Zolmitriptan,Migraine,10,16-Jun-11,12
1792,Zolmitriptan,Migraine,9,10-Dec-10,4
1794,Zolmitriptan,Migraine,10,22-Nov-10,11
1795,Zolmitriptan,Migraine,9,07-Nov-10,6
1797,Zolmitriptan,Migraine,10,14-Jun-10,3
1799,Zolmitriptan,Migraine,7,31-Mar-10,2
1800,Zolmitriptan,Migraine,9,15-Dec-09,6
1801,Zolmitriptan,Migraine,3,24-Nov-09,7
1802,Zolmitriptan,Migraine,1,16-Nov-09,7
1804,Zolmitriptan,Migraine,1,04-Sep-09,5
1805,Zolmitriptan,Migraine,10,30-Jul-09,12
1806,Zolmitriptan,Migraine,10,18-Jul-09,5
1807,Zolmitriptan,Migraine,9,29-Jun-09,2
1808,Zolmitriptan,Migraine,9,17-Jun-09,4
1810,Zolmitriptan,Migraine,10,10-Apr-09,6
1811,Zolmitriptan,Migraine,1,29-Mar-09,4
1812,Zolmitriptan,Not Listed / Othe,10,11-Mar-09,0
1814,Zolmitriptan,Migraine,8,10-Dec-08,4
1820,Colchicine,Gout; Prophylaxis,9,16-Jun-15,6
1821,Colchicine,Gout; Acute,10,26-Feb-15,17
1822,Colchicine,Gout; Acute,10,25-Feb-15,21
1823,Colchicine,Gout; Acute,8,14-Jan-15,22
1825,Colchicine,Gout; Acute,10,17-Apr-14,51
1827,Colchicine,Gout; Acute,2,04-Oct-13,20
1829,Colchicine,Gout; Acute,10,07-Jul-13,30
1830,Colchicine,Gout; Acute,10,05-Jun-13,17
1831,Colchicine,Gout; Acute,7,25-May-13,13
1832,Colchicine,Gout; Prophylaxis,7,05-Mar-13,8
1833,Colchicine,Gout; Acute,8,01-Nov-12,33
1834,Colchicine,Gout; Acute,9,08-Sep-12,28
1835,Colchicine,Gout; Acute,7,25-Jun-12,8
1836,Colchicine,amilial Mediterranean Feve,9,20-Mar-12,10
1837,Colchicine,Pseudogout; Prophylaxis,10,05-Jan-12,7
1838,Colchicine,amilial Mediterranean Feve,10,27-Dec-11,3
1839,Colchicine,Gout; Acute,2,21-Dec-11,36
1840,Colchicine,Gout; Acute,10,13-Nov-11,31
1841,Colchicine,Gout; Acute,7,11-Oct-11,23
1842,Colchicine,Gout; Acute,8,31-Oct-17,0
1844,Colchicine,Behcet's Disease,10,12-Oct-17,0
1846,Colchicine,Gout; Acute,7,31-Jul-17,7
1848,Colchicine,Gout; Acute,8,13-Jul-17,6
1850,Colchicine,Gout; Acute,7,08-Jan-17,8
1851,Colchicine,Gout; Acute,10,14-Nov-16,8
1852,Colchicine,amilial Mediterranean Feve,10,07-Nov-16,2
1853,Colchicine,Gout; Acute,10,03-Nov-16,21
1854,Colchicine,Gout; Acute,5,26-Oct-16,10
1855,Colchicine,Gout; Acute,10,15-Oct-16,15
1856,Colchicine,amilial Mediterranean Feve,10,06-Oct-16,0
1857,Colchicine,Gout; Acute,1,30-Sep-16,18
1858,Colchicine,Gout; Acute,10,22-Sep-16,15
1860,Colchicine,Gout; Acute,9,07-May-16,13
1861,Colchicine,Gout; Acute,10,23-Apr-16,12
1862,Colchicine,Gout; Acute,1,26-Jan-16,11
1863,Colchicine,amilial Mediterranean Feve,10,23-Jan-16,3
1864,Colchicine,Gout; Acute,10,17-Jan-16,15
1865,Colchicine,Gout; Acute,1,14-Jan-16,11
1866,Colchicine,Gout; Acute,10,05-Jan-16,1
1868,Colchicine,Gout; Prophylaxis,10,15-Mar-11,10
1869,Colchicine,Gout; Acute,9,25-Dec-09,44
1870,Colchicine,Gout; Acute,8,04-Nov-09,16
1871,Colchicine,Behcet's Disease,6,26-Jun-09,7
1872,Colchicine,Gout; Acute,7,07-Jun-09,20
1873,Colchicine,Gout; Prophylaxis,9,28-Sep-08,4
1874,Brinzolamide,Glaucoma; Open Angle,1,09-Mar-17,7
1875,Pentobarbital,Insomnia,10,19-Mar-11,27
1876,Peppermint,Nausea/Vomiting,10,08-Aug-17,0
1878,Mestranol / norethindrone,Abnormal Uterine Bleeding,9,07-Jul-17,0
1880,Mestranol / norethindrone,Birth Control,2,28-Jun-16,0
1881,Mestranol / norethindrone,Abnormal Uterine Bleeding,9,17-Jun-15,0
1882,Mestranol / norethindrone,Endometriosis,2,17-May-14,1
1883,Mestranol / norethindrone,Abnormal Uterine Bleeding,9,30-Jun-12,1
1884,Mestranol / norethindrone,Birth Control,8,13-Aug-08,1
1886,Mupirocin,Secondary Cutaneous Bacterial Infections,10,17-Sep-17,1
1887,Mupirocin,Impetig,10,19-May-17,4
1888,Mupirocin,Skin and Structure Infection,10,16-Apr-17,0
1889,Mupirocin,Skin and Structure Infection,1,19-Feb-17,2
1892,Mupirocin,Skin and Structure Infection,10,24-Mar-16,11
1893,Mupirocin,Nasal Carriage of Staphylococcus aureus,7,18-Mar-16,7
1894,Mupirocin,Skin and Structure Infection,10,18-May-15,23
1895,Mupirocin,Nasal Carriage of Staphylococcus aureus,5,21-Jun-14,21
1896,Mupirocin,Nasal Carriage of Staphylococcus aureus,6,07-Jan-14,19
1897,Mupirocin,Skin and Structure Infection,10,06-Dec-12,49
1899,Mupirocin,Skin and Structure Infection,10,07-Jan-12,41
1901,Mupirocin,Skin and Structure Infection,1,20-Jul-11,46
1902,Mupirocin,Nasal Carriage of Staphylococcus aureus,10,30-Jan-11,22
1903,Mupirocin,Skin and Structure Infection,9,26-Jan-11,48
1905,Mupirocin,Skin and Structure Infection,10,13-Dec-09,46
1907,Mupirocin,Nasal Carriage of Staphylococcus aureus,5,20-Sep-09,20
1910,Mupirocin,Skin and Structure Infection,10,04-Dec-08,78
1911,Polyethylene glycol 3350,Constipation,10,27-Jul-15,59
1912,Polyethylene glycol 3350,Constipation,10,21-Jul-15,77
1913,Polyethylene glycol 3350,Constipation,8,18-Jul-15,7
1918,Polyethylene glycol 3350,Constipation,9,26-Apr-15,9
1919,Polyethylene glycol 3350,Constipation,10,04-Feb-15,77
1920,Polyethylene glycol 3350,Constipation,9,26-Jan-15,66
1921,Polyethylene glycol 3350,Constipation,10,14-Jan-15,87
1922,Polyethylene glycol 3350,Constipation; Acute,9,12-Jan-15,52
1923,Polyethylene glycol 3350,Constipation,10,30-Dec-14,78
1924,Polyethylene glycol 3350,Constipation,9,13-Nov-14,104
1927,Polyethylene glycol 3350,Constipation,10,09-Sep-14,129
1928,Polyethylene glycol 3350,Constipation,10,11-Aug-14,5
1929,Polyethylene glycol 3350,Constipation,1,13-Jul-14,48
1931,Polyethylene glycol 3350,Constipation,10,27-May-14,170
1932,Polyethylene glycol 3350,Constipation,9,18-May-14,185
1934,Polyethylene glycol 3350,Constipation,10,13-Feb-14,195
1936,Polyethylene glycol 3350,Constipation,9,10-Nov-13,86
1937,Polyethylene glycol 3350,Constipation,10,15-Oct-13,161
1938,Polyethylene glycol 3350,Constipation; Acute,10,10-Sep-13,55
1941,Polyethylene glycol 3350,Constipation,10,12-Jul-13,104
1942,Polyethylene glycol 3350,Constipation,6,01-May-13,57
1943,Polyethylene glycol 3350,Bowel Preparation,9,21-Mar-13,8
1944,Polyethylene glycol 3350,Constipation,10,14-Mar-13,15
1946,Polyethylene glycol 3350,Constipation,9,06-Feb-13,55
1947,Polyethylene glycol 3350,Constipation,10,14-Jan-13,108
1948,Polyethylene glycol 3350,Constipation,10,24-Dec-12,121
1950,Polyethylene glycol 3350,Constipation,10,22-Sep-12,119
1951,Polyethylene glycol 3350,Constipation; Acute,10,13-Aug-12,82
1952,Polyethylene glycol 3350,Constipation,4,09-Jul-12,50
1953,Polyethylene glycol 3350,Constipation,10,25-Jun-12,44
1954,Polyethylene glycol 3350,Constipation,10,16-May-12,124
1956,Polyethylene glycol 3350,Constipation,9,08-Apr-12,36
1957,Polyethylene glycol 3350,Constipation; Acute,10,13-Mar-12,109
1958,Polyethylene glycol 3350,Constipation,9,26-Feb-12,59
1960,Polyethylene glycol 3350,Constipation,10,05-Jan-12,56
1961,Polyethylene glycol 3350,Bowel Preparation,10,21-Jan-09,66
1962,Polyethylene glycol 3350,Constipation,9,10-Dec-08,168
1963,Polyethylene glycol 3350,Constipation,9,06-Dec-08,8
1964,Polyethylene glycol 3350,Constipation,9,01-May-08,207
1965,Polyethylene glycol 3350,,9,12-Apr-08,39
1968,Mupirocin,Skin and Structure Infection,10,17-Aug-08,66
1969,Polyethylene glycol 3350,Constipation,10,25-Nov-11,62
1970,Polyethylene glycol 3350,Constipation,10,17-Nov-11,95
1971,Polyethylene glycol 3350,Bowel Preparation,1,02-Nov-11,40
1972,Polyethylene glycol 3350,Constipation,10,21-Aug-11,37
1973,Polyethylene glycol 3350,Constipation,6,22-Jul-11,21
1974,Polyethylene glycol 3350,Constipation,9,01-Jul-11,65
1975,Polyethylene glycol 3350,Constipation; Acute,10,13-Jun-11,142
1977,Polyethylene glycol 3350,Constipation,10,12-Apr-11,104
1979,Polyethylene glycol 3350,Constipation,9,09-Mar-11,2
1981,Polyethylene glycol 3350,Constipation,10,01-Jan-11,69
1982,Polyethylene glycol 3350,Constipation,8,22-Nov-10,23
1983,Polyethylene glycol 3350,Constipation,10,03-Aug-10,4
1984,Polyethylene glycol 3350,Constipation,10,28-Jul-10,46
1985,Polyethylene glycol 3350,Constipation,10,19-Mar-10,87
1986,Polyethylene glycol 3350,Constipation,9,08-Jan-10,55
1987,Polyethylene glycol 3350,Constipation,10,06-Dec-09,47
1990,Polyethylene glycol 3350,Bowel Preparation,5,27-Sep-09,28
1991,Polyethylene glycol 3350,Constipation,9,08-Aug-09,52
1993,Polyethylene glycol 3350,Constipation,9,19-Jun-09,143
1998,Eslicarbazepine,Seizures,9,05-Oct-16,5
1999,Eslicarbazepine,Seizures,1,01-Sep-16,6
2000,Eslicarbazepine,Seizures,9,17-May-16,10
2002,Eslicarbazepine,Seizures,9,26-Mar-16,20
2003,Eslicarbazepine,Seizures,8,14-Oct-15,33
2005,Metformin,Polycystic Ovary Syndrome,10,20-Jun-17,21
2006,Metformin,Insulin Resistance Syndrome,10,17-Jun-17,17
2008,Metformin,Diabetes; Type 2,9,23-May-17,34
2010,Metformin,Polycystic Ovary Syndrome,1,18-May-17,19
2014,Metformin,Polycystic Ovary Syndrome,9,27-Apr-17,16
2015,Metformin,Polycystic Ovary Syndrome,10,17-Apr-17,26
2016,Metformin,Diabetes; Type 2,8,07-Apr-17,36
2019,Metformin,Diabetes; Type 2,4,01-Apr-17,27
2020,Metformin,Diabetes; Type 2,5,26-Mar-17,5
2021,Metformin,Polycystic Ovary Syndrome,1,24-Mar-17,5
2024,Metformin,min),2,17-Mar-17,30
2026,Metformin,Diabetes; Type 2,8,08-Mar-17,25
2028,Metformin,Polycystic Ovary Syndrome,8,05-Mar-17,30
2029,Metformin,Diabetes; Type 2,2,09-Dec-17,0
2031,Metformin,Diabetes; Type 2,6,27-Nov-17,0
2033,Metformin,Diabetes; Type 2,2,18-Nov-17,1
2034,Metformin,Diabetes; Type 2,8,29-Oct-17,1
2035,Metformin,Diabetes; Type 2,7,16-Oct-17,5
2037,Metformin,Diabetes; Type 2,1,19-Sep-17,7
2039,Metformin,Diabetes; Type 2,8,14-Sep-17,2
2040,Metformin,Diabetes; Type 2,6,26-Aug-17,6
2041,Metformin,min),10,23-Aug-17,8
2045,Metformin,Diabetes; Type 2,1,26-Jul-17,20
2047,Metformin,Polycystic Ovary Syndrome,10,22-Jul-17,25
2049,Metformin,Polycystic Ovary Syndrome,10,13-Jul-17,31
2055,Metformin,Polycystic Ovary Syndrome,10,24-Feb-17,28
2057,Metformin,Polycystic Ovary Syndrome,10,15-Feb-17,23
2059,Metformin,Diabetes; Type 2,9,08-Feb-17,38
2061,Metformin,Polycystic Ovary Syndrome,10,04-Feb-17,55
2062,Metformin,Polycystic Ovary Syndrome,9,04-Feb-17,16
2064,Metformin,Polycystic Ovary Syndrome,10,21-Jan-17,30
2065,Metformin,Diabetes; Type 2,1,18-Jan-17,28
2066,Metformin,Polycystic Ovary Syndrome,8,16-Jan-17,16
2067,Metformin,Insulin Resistance Syndrome,10,09-Jan-17,64
2068,Metformin,Diabetes; Type 2,7,02-Jan-17,24
2069,Metformin,Diabetes; Type 2,8,31-Dec-16,21
2070,Metformin,Insulin Resistance Syndrome,3,22-Dec-16,11
2071,Metformin,Polycystic Ovary Syndrome,10,12-Dec-16,25
2072,Metformin,Diabetes; Type 2,1,06-Dec-16,28
2073,Metformin,Polycystic Ovary Syndrome,9,05-Dec-16,25
2074,Metformin,Polycystic Ovary Syndrome,9,04-Dec-16,19
2075,Metformin,Diabetes; Type 2,8,04-Dec-16,11
2076,Metformin,Insulin Resistance Syndrome,1,03-Dec-16,20
2077,Metformin,Polycystic Ovary Syndrome,2,21-Nov-16,1
2078,Metformin,Diabetes; Type 2,10,21-Nov-16,38
2081,Metformin,Polycystic Ovary Syndrome,5,01-Nov-16,14
2083,Metformin,min),9,29-Oct-16,20
2084,Metformin,Polycystic Ovary Syndrome,8,28-Oct-16,5
2085,Metformin,Diabetes; Type 2,10,26-Oct-16,25
2087,Metformin,Polycystic Ovary Syndrome,7,24-Oct-16,47
2088,Metformin,Polycystic Ovary Syndrome,5,23-Oct-16,26
2089,Metformin,Polycystic Ovary Syndrome,5,19-Oct-16,4
2090,Metformin,min),8,19-Oct-16,6
2091,Metformin,Polycystic Ovary Syndrome,9,17-Oct-16,36
2094,Metformin,Polycystic Ovary Syndrome,8,11-Oct-16,26
2095,Metformin,Polycystic Ovary Syndrome,9,04-Oct-16,25
2096,Metformin,Polycystic Ovary Syndrome,6,03-Oct-16,13
2098,Metformin,Polycystic Ovary Syndrome,8,01-Oct-16,13
2099,Metformin,Polycystic Ovary Syndrome,9,27-Sep-16,16
2103,Metformin,Polycystic Ovary Syndrome,9,11-Sep-16,51
2104,Metformin,Diabetes; Type 2,4,18-May-16,25
2105,Metformin,Polycystic Ovary Syndrome,8,06-May-16,28
2106,Metformin,Insulin Resistance Syndrome,10,03-May-16,39
2107,Metformin,Diabetes; Type 2,1,29-Apr-16,42
2110,Metformin,min),9,11-Apr-16,39
2112,Metformin,min),1,07-Apr-16,50
2114,Metformin,Polycystic Ovary Syndrome,6,29-Mar-16,14
2115,Metformin,Polycystic Ovary Syndrome,10,26-Mar-16,51
2116,Metformin,emale Infertility,10,26-Mar-16,7
2118,Metformin,Polycystic Ovary Syndrome,10,11-Mar-16,106
2119,Metformin,Polycystic Ovary Syndrome,9,08-Mar-16,23
2120,Metformin,Polycystic Ovary Syndrome,10,04-Mar-16,64
2122,Metformin,Polycystic Ovary Syndrome,4,21-Feb-16,23
2123,Metformin,Polycystic Ovary Syndrome,5,17-Feb-16,16
2124,Metformin,Diabetes; Type 2,1,16-Feb-16,37
2125,Metformin,Polycystic Ovary Syndrome,8,15-Feb-16,42
2126,Metformin,Polycystic Ovary Syndrome,10,04-Feb-16,25
2127,Metformin,Polycystic Ovary Syndrome,9,04-Feb-16,24
2128,Metformin,Insulin Resistance Syndrome,8,31-Jan-16,52
2129,Metformin,Diabetes; Type 2,9,09-Sep-16,47
2130,Metformin,Polycystic Ovary Syndrome,6,07-Sep-16,6
2131,Metformin,Polycystic Ovary Syndrome,8,01-Sep-16,17
2132,Metformin,Diabetes; Type 2,1,28-Aug-16,18
2133,Metformin,Polycystic Ovary Syndrome,8,22-Aug-16,38
2134,Metformin,Diabetes; Type 2,8,22-Aug-16,30
2136,Metformin,Polycystic Ovary Syndrome,8,17-Aug-16,12
2137,Metformin,Polycystic Ovary Syndrome,10,12-Aug-16,56
2138,Metformin,Polycystic Ovary Syndrome,7,07-Aug-16,31
2143,Metformin,Polycystic Ovary Syndrome,8,11-Jul-16,3
2144,Metformin,Polycystic Ovary Syndrome,1,05-Jul-16,8
2147,Metformin,Polycystic Ovary Syndrome,8,28-Jun-16,48
2149,Metformin,Polycystic Ovary Syndrome,6,21-Jun-16,7
2150,Metformin,Polycystic Ovary Syndrome,10,18-Jun-16,6
2153,Metformin,Diabetes; Type 2,9,21-May-16,16
2155,Metformin,Polycystic Ovary Syndrome,7,21-Jan-16,35
2158,Metformin,Polycystic Ovary Syndrome,6,13-Jan-16,63
2159,Metformin,Polycystic Ovary Syndrome,9,13-Jan-16,27
2160,Metformin,Polycystic Ovary Syndrome,10,02-Dec-15,123
2161,Metformin,Polycystic Ovary Syndrome,4,22-Nov-15,25
2162,Metformin,min),7,06-Nov-15,46
2163,Metformin,Diabetes; Type 2,10,01-Nov-15,60
2164,Metformin,Polycystic Ovary Syndrome,10,25-Oct-15,8
2165,Metformin,Insulin Resistance Syndrome,6,14-Oct-15,23
2167,Metformin,Polycystic Ovary Syndrome,7,07-Oct-15,31
2168,Metformin,Insulin Resistance Syndrome,10,06-Oct-15,70
2169,Metformin,Diabetes; Type 2,7,05-Oct-15,35
2170,Metformin,Diabetes; Type 2,1,04-Oct-15,27
2172,Metformin,Polycystic Ovary Syndrome,6,01-Sep-15,26
2173,Metformin,Polycystic Ovary Syndrome,10,31-Aug-15,90
2174,Metformin,Polycystic Ovary Syndrome,5,30-Aug-15,34
2175,Metformin,Diabetes; Type 2,7,29-Aug-15,26
2176,Metformin,Polycystic Ovary Syndrome,7,28-Aug-15,24
2177,Metformin,Polycystic Ovary Syndrome,9,24-Aug-15,69
2178,Metformin,Polycystic Ovary Syndrome,10,22-Aug-15,22
2179,Metformin,Polycystic Ovary Syndrome,5,21-Aug-15,39
2180,Metformin,Polycystic Ovary Syndrome,7,18-Aug-15,19
2181,Metformin,Polycystic Ovary Syndrome,7,17-Aug-15,14
2183,Metformin,Polycystic Ovary Syndrome,10,12-Aug-15,31
2184,Metformin,Diabetes; Type 2,1,11-Aug-15,21
2185,Metformin,Polycystic Ovary Syndrome,8,10-Aug-15,15
2186,Metformin,Polycystic Ovary Syndrome,9,06-Aug-15,29
2187,Metformin,Diabetes; Type 2,10,04-Aug-15,36
2188,Metformin,Diabetes; Type 2,6,30-Jul-15,33
2189,Metformin,Insulin Resistance Syndrome,2,29-Jul-15,44
2191,Metformin,Polycystic Ovary Syndrome,7,28-Jul-15,12
2192,Metformin,Polycystic Ovary Syndrome,8,27-Jul-15,48
2193,Metformin,Polycystic Ovary Syndrome,10,24-Jul-15,33
2196,Metformin,Polycystic Ovary Syndrome,8,07-Jul-15,15
2197,Metformin,Diabetes; Type 2,4,02-Jul-15,32
2198,Metformin,Polycystic Ovary Syndrome,10,24-Jun-15,24
2199,Metformin,Polycystic Ovary Syndrome,6,24-Jun-15,10
2200,Metformin,Polycystic Ovary Syndrome,8,23-Jun-15,9
2201,Metformin,Polycystic Ovary Syndrome,5,23-Jun-15,19
2204,Metformin,Polycystic Ovary Syndrome,10,20-Feb-15,35
2205,Metformin,Diabetes; Type 2,2,19-Feb-15,103
2206,Metformin,Polycystic Ovary Syndrome,10,16-Feb-15,78
2208,Metformin,Diabetes; Type 2,10,14-Feb-15,59
2209,Metformin,Polycystic Ovary Syndrome,8,01-Feb-15,41
2211,Metformin,Polycystic Ovary Syndrome,8,29-Jan-15,28
2212,Metformin,Polycystic Ovary Syndrome,10,25-Jan-15,60
2213,Metformin,Polycystic Ovary Syndrome,9,24-Jan-15,55
2214,Metformin,emale Infertility,8,14-Jan-15,57
2216,Metformin,Diabetes; Type 2,10,12-Jan-15,90
2217,Metformin,Diabetes; Type 2,9,08-Jan-15,86
2218,Metformin,Diabetes; Type 2,9,08-Jan-15,137
2219,Metformin,Polycystic Ovary Syndrome,10,08-Jan-15,29
2220,Metformin,Polycystic Ovary Syndrome,7,05-Jan-15,34
2221,Metformin,Diabetes; Type 2,9,03-Jan-15,103
2222,Metformin,Diabetes; Type 2,8,29-Dec-14,68
2224,Metformin,Polycystic Ovary Syndrome,7,21-Dec-14,104
2226,Metformin,Diabetes; Type 2,7,06-Dec-14,41
2227,Metformin,Diabetes; Type 2,7,06-Dec-14,26
2229,Metformin,Polycystic Ovary Syndrome,9,05-Jun-15,41
2230,Metformin,Polycystic Ovary Syndrome,10,04-Jun-15,18
2232,Metformin,Polycystic Ovary Syndrome,8,19-May-15,17
2233,Metformin,Polycystic Ovary Syndrome,7,15-May-15,20
2234,Metformin,Polycystic Ovary Syndrome,6,11-May-15,22
2235,Metformin,Polycystic Ovary Syndrome,6,03-May-15,31
2236,Metformin,min),10,01-May-15,69
2237,Metformin,Polycystic Ovary Syndrome,7,28-Apr-15,23
2238,Metformin,Polycystic Ovary Syndrome,10,28-Apr-15,61
2240,Metformin,Insulin Resistance Syndrome,10,26-Apr-15,51
2242,Metformin,Polycystic Ovary Syndrome,10,21-Apr-15,24
2244,Metformin,Diabetes; Type 2,10,12-Apr-15,74
2245,Metformin,Polycystic Ovary Syndrome,6,12-Apr-15,31
2246,Metformin,emale Infertility,4,08-Apr-15,7
2248,Metformin,min),9,27-Mar-15,116
2249,Metformin,Polycystic Ovary Syndrome,8,16-Mar-15,42
2250,Metformin,Insulin Resistance Syndrome,10,15-Mar-15,201
2251,Metformin,Polycystic Ovary Syndrome,8,06-Mar-15,11
2252,Metformin,Polycystic Ovary Syndrome,10,03-Mar-15,279
2255,Metformin,min),9,26-Jul-13,142
2257,Metformin,Diabetes; Type 2,6,15-Jun-13,57
2258,Metformin,min),6,15-May-13,70
2259,Metformin,Polycystic Ovary Syndrome,6,09-Apr-13,47
2261,Metformin,Diabetes; Type 2,1,04-Feb-13,102
2262,Metformin,Polycystic Ovary Syndrome,9,15-Jan-13,151
2263,Metformin,Diabetes; Type 2,3,11-Jan-13,68
2265,Metformin,Polycystic Ovary Syndrome,10,18-Nov-12,94
2266,Metformin,Diabetes; Type 2,2,12-Oct-12,129
2269,Metformin,Polycystic Ovary Syndrome,8,25-Jul-12,46
2272,Metformin,Diabetes; Type 2,7,12-Jun-12,71
2273,Metformin,Diabetes; Type 2,10,05-Jun-12,94
2274,Metformin,Polycystic Ovary Syndrome,2,17-May-12,35
2275,Metformin,Insulin Resistance Syndrome,10,01-Apr-12,147
2276,Metformin,min),1,28-Mar-12,83
2277,Metformin,min),1,20-Mar-12,55
2279,Metformin,Polycystic Ovary Syndrome,9,28-Oct-14,283
2281,Metformin,Diabetes; Type 2,7,16-Sep-14,68
2283,Metformin,Diabetes; Type 2,8,01-Sep-14,125
2286,Metformin,Polycystic Ovary Syndrome,10,26-Jul-14,365
2287,Metformin,Diabetes; Type 2,10,25-Jul-14,91
